date,Unnamed: 0,lat,lon,temperature_2m_mean,temperature_2m_max,temperature_2m_min,wind_speed_10m_mean,wind_speed_10m_max,shortwave_radiation_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,precipitation_sum,soil_moisture_0_to_10cm_mean,gdd,is_extreme_precipitation,consecutive_dry_days,is_heat_stress,is_wind_above_threshold,is_humidity_above_threshold,soil_moisture_deficit,solar_radiation_mj
1950-06-01 00:00:00+00:00,151,13.391915321350098,-16.371124267578125,26.977865,32.34671,23.187681,3.7731073,5.4332805,27.418688,70.77467,93.33539,43.26976,0.0,0.2700675,17.7671955,False,1,False,False,False,0.0,27.418688
1950-06-02 00:00:00+00:00,152,13.391915321350098,-16.371124267578125,27.35838,33.850918,22.857225,3.5398402,5.4474754,27.826117,69.54469,94.04569,40.151115,0.0,0.271007,18.3540715,False,2,False,False,False,0.0,27.826117
1950-06-03 00:00:00+00:00,153,13.391915321350098,-16.371124267578125,27.138895,33.255127,22.776772,3.5424056,5.590279,26.38542,67.31471,91.75599,37.032467,0.0,0.2719465,18.0159495,False,3,False,False,False,0.0,26.38542
1950-06-04 00:00:00+00:00,154,13.391915321350098,-16.371124267578125,27.169415,32.459335,23.746317,3.466206,5.2828813,24.534426,69.08473,90.46629,40.913822,0.0,0.272886,18.102826,False,4,False,False,False,0.0,24.534426
1950-06-05 00:00:00+00:00,155,13.391915321350098,-16.371124267578125,28.199932,34.413544,24.315863,3.153399,5.813627,24.736708,67.85475,90.17658,38.795174,0.0,0.27382553,19.3647035,False,5,False,False,False,0.0,24.736708
1950-06-06 00:00:00+00:00,156,13.391915321350098,-16.371124267578125,27.680449,32.66775,24.93541,2.5245702,3.6269798,19.191673,74.62477,91.88688,47.67653,0.09416834,0.274765,18.80158,False,6,False,False,False,0.0,19.191673
1950-06-07 00:00:00+00:00,157,13.391915321350098,-16.371124267578125,25.01097,24.62196,24.504955,2.0527248,2.6625533,11.1852,92.39479,100.0,80.557884,2.356742,0.2807045,14.563457499999998,False,0,False,False,True,0.0,11.1852
1950-06-08 00:00:00+00:00,158,13.391915321350098,-16.371124267578125,24.741484,26.526167,24.274498,1.2641501,1.8232024,14.261912,97.16481,100.0,73.43924,12.361928,0.299644,15.400332500000001,False,0,False,False,True,0.0,14.261912
1950-06-09 00:00:00+00:00,159,13.391915321350098,-16.371124267578125,23.672003,24.180376,23.444044,2.6092472,3.1339018,13.029025,100.0,100.0,89.32059,7.8399534,0.3265835,13.81221,False,0,False,False,True,0.0,13.029025
1950-06-10 00:00:00+00:00,160,13.391915321350098,-16.371124267578125,23.252518,21.734581,23.663591,2.5320678,2.7495759,6.2572417,100.0,100.0,98.20194,1.5127082,0.327523,12.699086000000001,False,0,False,False,True,0.0,6.2572417
1950-06-11 00:00:00+00:00,161,13.391915321350098,-16.371124267578125,24.233038,24.288794,23.433138,1.7421014,3.0852597,17.333418,98.47488,100.0,89.0833,3.0280688,0.3264625,13.860965999999998,False,0,False,False,True,0.0,17.333418
1950-06-12 00:00:00+00:00,162,13.391915321350098,-16.371124267578125,24.313555,23.992998,23.652685,1.1094443,1.5139244,14.562299,98.2449,100.0,88.964645,2.0835364,0.32440203,13.822841500000003,False,0,False,False,True,0.0,14.562299
1950-06-13 00:00:00+00:00,163,13.391915321350098,-16.371124267578125,24.64407,24.747211,23.672232,1.5861187,2.0460942,20.200006,99.01491,100.0,92.84601,16.018105,0.3403415,14.2097215,False,0,False,False,True,0.0,20.200006
1950-06-14 00:00:00+00:00,164,13.391915321350098,-16.371124267578125,25.52459,27.351421,23.091778,1.666689,2.3164597,22.04281,93.784935,100.0,78.727356,11.382462,0.35528103,15.2215995,False,0,False,False,True,0.0,22.04281
1950-06-15 00:00:00+00:00,165,13.391915321350098,-16.371124267578125,25.705107,27.45563,23.911322,1.6679597,1.9246544,18.144485,91.554955,100.0,77.60871,2.5629184,0.3652205,15.683475999999999,False,0,False,False,True,0.0,18.144485
1950-06-16 00:00:00+00:00,166,13.391915321350098,-16.371124267578125,25.635624,28.909838,24.180866,1.3512871,2.2627516,22.651974,93.324974,100.0,75.49007,30.966425,0.37515998,16.545352,False,0,False,False,True,0.0,22.651974
1950-06-17 00:00:00+00:00,167,13.391915321350098,-16.371124267578125,25.716143,26.764044,24.500414,1.7500696,2.469268,19.36946,97.095,100.0,87.371414,6.3685126,0.41809952,15.632228999999999,False,0,False,False,True,0.0,19.36946
1950-06-18 00:00:00+00:00,168,13.391915321350098,-16.371124267578125,27.196655,29.968252,25.269958,2.0698612,2.5431027,24.080479,87.86502,97.41045,69.25277,1.5218123,0.41303897,17.619104999999998,False,0,False,False,False,0.0,24.080479
1950-06-19 00:00:00+00:00,169,13.391915321350098,-16.371124267578125,27.277178,29.672462,25.389503,2.0714667,3.020035,26.741076,85.63504,93.12075,74.134125,0.47585836,0.3959785,17.5309825,False,1,False,False,False,0.0,26.741076
1950-06-20 00:00:00+00:00,170,13.391915321350098,-16.371124267578125,26.307695,28.176672,24.65905,2.3920162,3.1631658,24.278809,88.40505,94.831055,79.01547,0.0,0.377918,16.417861000000002,False,2,False,False,False,0.0,24.278809
1950-06-21 00:00:00+00:00,171,13.391915321350098,-16.371124267578125,25.588211,28.030878,24.528595,1.7555177,2.6996918,18.744347,91.17507,100.0,70.896835,15.149803,0.3788575,16.2797365,False,0,False,False,True,0.0,18.744347
1950-06-22 00:00:00+00:00,172,13.391915321350098,-16.371124267578125,25.418728,27.235088,23.648142,1.9166156,2.572014,25.09141,94.9451,100.0,79.77818,5.2433567,0.41279697,15.441614999999999,False,0,False,False,True,0.0,25.09141
1950-06-23 00:00:00+00:00,173,13.391915321350098,-16.371124267578125,24.899244,24.489294,24.267689,1.8382062,2.6472526,12.595153,96.715126,100.0,89.65954,14.689108,0.4247365,14.378491500000003,False,0,False,False,True,0.0,12.595153
1950-06-24 00:00:00+00:00,174,13.391915321350098,-16.371124267578125,25.079763,27.393507,24.387236,2.159605,3.0633032,17.405481,92.48514,100.0,77.54089,6.0122194,0.442676,15.8903715,False,0,False,False,True,0.0,17.405481
1950-06-25 00:00:00+00:00,175,13.391915321350098,-16.371124267578125,25.610281,27.897709,23.70678,2.8017173,3.7548482,27.128223,87.255165,96.38254,74.42225,0.0,0.42461547,15.8022445,False,1,False,False,False,0.0,27.128223
1950-06-26 00:00:00+00:00,176,13.391915321350098,-16.371124267578125,25.440796,28.651924,23.426327,2.0028272,2.8071878,24.667803,92.02518,100.0,76.303604,6.495599,0.420555,16.0391255,False,0,False,False,True,0.0,24.667803
1950-06-27 00:00:00+00:00,177,13.391915321350098,-16.371124267578125,23.721313,22.656128,24.04587,2.2449684,2.6780326,6.6521826,99.7952,100.0,100.0,9.078852,0.4324945,13.350999000000002,False,0,False,False,True,0.0,6.6521826
1950-06-28 00:00:00+00:00,178,13.391915321350098,-16.371124267578125,24.051832,22.960337,24.215416,2.6479905,3.236819,9.618684,96.565216,99.51343,92.066315,2.7726545,0.43943405,13.5878765,False,0,False,False,True,0.0,9.618684
1950-06-29 00:00:00+00:00,179,13.391915321350098,-16.371124267578125,23.83235,23.414549,23.084963,2.6501367,3.3844793,17.699879,95.335236,99.22373,88.94766,4.208569,0.43737346,13.249755999999998,False,0,False,False,True,0.0,17.699879
1950-06-30 00:00:00+00:00,180,13.391915321350098,-16.371124267578125,23.912867,26.218756,21.504509,2.4111767,3.394477,27.21083,87.10527,95.93403,74.82901,0.0,0.424313,13.861632499999999,False,1,False,False,False,0.0,27.21083
