date,Unnamed: 0,lat,lon,temperature_2m_mean,temperature_2m_max,temperature_2m_min,wind_speed_10m_mean,wind_speed_10m_max,shortwave_radiation_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,precipitation_sum,soil_moisture_0_to_10cm_mean,gdd,is_precipitation_above_threshold,is_extreme_precipitation,consecutive_dry_days,is_heat_stress,is_wind_above_threshold,is_humidity_above_threshold,soil_moisture_deficit,solar_radiation_mj
1950-06-01 00:00:00+00:00,151,13.04042148590088,-16.378509521484375,28.590973,35.70985,24.741495,3.437053,5.2846823,27.739424,64.73232,92.39084,33.940285,0.109231494,0.2844805,20.2256725,False,False,1,False,False,False,0.0,2.7739424e-05
1950-06-02 00:00:00+00:00,152,13.04042148590088,-16.378509521484375,28.497355,36.09254,22.70564,3.2344348,5.131754,28.166847,64.57584,93.30269,32.878025,0.0,0.28572404,19.39909,False,False,2,False,False,False,0.0,2.8166847e-05
1950-06-03 00:00:00+00:00,153,13.04042148590088,-16.378509521484375,27.903736,35.675236,21.119785,3.2339942,5.144071,26.090023,60.419365,90.21452,30.81577,0.0,0.28696752,18.3975105,False,False,3,False,False,False,0.0,2.6090023e-05
1950-06-04 00:00:00+00:00,154,13.04042148590088,-16.378509521484375,28.410122,34.807922,23.883934,3.2335515,4.9901505,25.055723,63.262894,90.12638,34.75351,0.0,0.288211,19.345928,False,False,4,False,False,False,0.0,2.5055723e-05
1950-06-05 00:00:00+00:00,155,13.04042148590088,-16.378509521484375,29.466505,36.59062,25.498081,2.8289673,5.5024896,24.647348,61.106422,87.03822,31.69125,0.10971653,0.28945446,21.0443505,False,False,5,False,False,False,0.0,2.4647348e-05
1950-06-06 00:00:00+00:00,156,13.04042148590088,-16.378509521484375,27.42289,33.673313,25.362228,2.4244933,3.8444304,18.283527,79.94994,95.950066,43.62899,10.652697,0.30769795,19.5177705,True,False,0,False,False,False,0.0,1.8283527e-05
1950-06-07 00:00:00+00:00,157,13.04042148590088,-16.378509521484375,25.079271,25.556005,26.076376,1.8181167,2.1782734,8.465879,95.793465,96.86191,77.56673,5.166298,0.3319415,15.816190499999998,True,False,0,False,False,True,0.0,8.465878999999999e-06
1950-06-08 00:00:00+00:00,158,13.04042148590088,-16.378509521484375,25.235657,27.2387,26.09052,1.6158774,1.6797326,14.219766,96.637,96.77376,72.50447,14.52209,0.33618498,16.664610000000003,True,False,0,False,False,True,0.0,1.4219766e-05
1950-06-09 00:00:00+00:00,159,13.04042148590088,-16.378509521484375,24.99204,26.871393,25.854671,2.625431,3.1994178,10.668944,93.48053,96.68561,74.442215,0.77074033,0.33342847,16.363032,False,False,1,False,False,True,0.0,1.0668943999999999e-05
1950-06-10 00:00:00+00:00,160,13.04042148590088,-16.378509521484375,24.698425,23.754086,26.218817,2.4231315,2.3633537,5.7551026,96.32405,96.59744,90.37996,2.203827,0.33067194,14.986451500000001,False,False,0,False,False,True,0.0,5.7551025999999994e-06
1950-06-11 00:00:00+00:00,161,13.04042148590088,-16.378509521484375,25.504808,26.686777,25.382961,2.0189886,2.707761,17.37677,92.16757,96.50929,76.317696,4.7417355,0.33591548,16.034869,False,False,0,False,False,True,0.0,1.737677e-05
1950-06-12 00:00:00+00:00,162,13.04042148590088,-16.378509521484375,25.311193,26.919466,24.69711,1.6149597,1.526964,14.3467455,92.01109,96.421135,74.25543,3.5312233,0.33815897,15.808287999999997,False,False,0,False,False,True,0.0,1.43467455e-05
1950-06-13 00:00:00+00:00,163,13.04042148590088,-16.378509521484375,25.067577,25.602161,24.611258,1.614727,1.7009385,19.276312,97.85462,96.332985,87.19318,21.974583,0.35240245,15.106709500000001,True,False,0,False,False,True,0.0,1.9276312e-05
