date,Unnamed: 0,lat,lon,temperature_2m_mean,temperature_2m_max,temperature_2m_min,wind_speed_10m_mean,wind_speed_10m_max,shortwave_radiation_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,precipitation_sum,soil_moisture_0_to_10cm_mean,gdd,is_precipitation_above_threshold,is_extreme_precipitation,consecutive_dry_days,is_heat_stress,is_wind_above_threshold,is_humidity_above_threshold,soil_moisture_deficit,solar_radiation_mj
1950-06-01 00:00:00+00:00,151,13.884007453918455,-15.317413330078123,30.098333,38.26071,23.758486,3.96039,5.831983,27.735447,50.30423,78.43415,24.852684,0.0,0.17436054,21.009598000000004,False,False,1,False,False,False,0.025639460000000003,2.7735447e-05
1950-06-02 00:00:00+00:00,152,13.884007453918455,-15.317413330078123,30.472107,38.845837,23.523172,3.5402174,5.9665504,27.717112,51.184586,80.23797,24.822212,0.0,0.17498311,21.184504500000003,False,False,2,False,False,False,0.025016890000000014,2.7717112e-05
1950-06-03 00:00:00+00:00,153,13.884007453918455,-15.317413330078123,30.845879,39.730957,23.587852,3.402614,6.350651,27.187635,45.064945,68.04178,19.791737,0.0,0.17560565,21.6594045,False,False,3,False,False,False,0.02439435000000001,2.7187635e-05
1950-06-04 00:00:00+00:00,154,13.884007453918455,-15.317413330078123,29.669655,37.116074,24.102537,2.9808066,4.615493,23.185966,48.945297,68.845604,24.761265,0.0,0.17622823,20.609305499999998,False,False,4,False,False,False,0.023771769999999998,2.3185966e-05
1950-06-05 00:00:00+00:00,155,13.884007453918455,-15.317413330078123,30.343428,37.8512,24.61722,2.8422296,6.4981575,22.251726,50.825653,72.64942,27.730795,0.075249396,0.17785077,21.234209999999997,False,False,5,False,False,False,0.02214923000000002,2.2251726e-05
1950-06-06 00:00:00+00:00,156,13.884007453918455,-15.317413330078123,27.367205,35.18631,24.431904,3.1301706,5.132672,20.400623,76.70601,100.0,39.700317,8.440214,0.19347331,19.809106999999997,True,False,0,False,False,False,0.006526690000000002,2.0400623e-05
1950-06-07 00:00:00+00:00,157,13.884007453918455,-15.317413330078123,24.690979,26.471436,23.696589,1.9943031,2.3828046,12.74172,97.586365,100.0,77.669846,11.545869,0.23609588,15.0840125,True,False,0,False,False,True,0.0,1.274172e-05
1950-06-08 00:00:00+00:00,158,13.884007453918455,-15.317413330078123,24.764751,27.006557,23.311272,1.8540691,2.6383445,15.07588,95.46673,100.0,72.63937,5.062668,0.24971841,15.158914500000002,True,False,0,False,False,True,0.0,1.507588e-05
1950-06-09 00:00:00+00:00,159,13.884007453918455,-15.317413330078123,25.038527,27.991676,23.325953,2.570254,3.524115,16.796011,87.34709,100.0,67.6089,5.522923,0.25234097,15.658814499999998,True,False,0,False,False,False,0.0,1.6796011e-05
1950-06-10 00:00:00+00:00,160,13.884007453918455,-15.317413330078123,25.662302,28.676794,23.740639,2.7163126,4.1609073,20.649889,81.22744,94.6685,63.57843,0.37873164,0.24796353,16.2087165,False,False,1,False,False,False,0.0,2.0649889e-05
1950-06-11 00:00:00+00:00,161,13.884007453918455,-15.317413330078123,25.436075,31.261917,22.405321,2.2901838,4.168431,24.193375,87.107796,100.0,50.54796,5.0807486,0.24358608,16.833619,True,False,0,False,False,False,0.0,2.4193375e-05
1950-06-12 00:00:00+00:00,162,13.884007453918455,-15.317413330078123,24.50985,29.047035,23.120003,1.8630284,1.8981771,17.370474,96.988144,100.0,65.51749,19.813543,0.28920865,16.083519000000003,True,False,0,False,False,True,0.0,1.7370474e-05
1950-06-13 00:00:00+00:00,163,13.884007453918455,-15.317413330078123,25.433624,29.082153,23.83469,1.8652925,1.9016294,21.824701,94.8685,100.0,68.487015,12.842695,0.30683118,16.4584215,True,False,0,False,False,True,0.0,2.1824701e-05
1950-06-14 00:00:00+00:00,164,13.884007453918455,-15.317413330078123,26.607399,29.86728,22.849371,2.0112252,2.5401318,18.157475,80.74886,100.0,61.45654,2.8144884,0.32345372,16.3583255,False,False,0,False,False,False,0.0,1.8157475000000002e-05
1950-06-15 00:00:00+00:00,165,13.884007453918455,-15.317413330078123,27.381174,31.852394,23.364054,1.8698498,1.9085851,22.09783,80.62922,100.0,56.426067,3.5023963,0.3230763,17.608224,False,False,0,False,False,False,0.0,2.209783e-05
1950-06-16 00:00:00+00:00,166,13.884007453918455,-15.317413330078123,26.304947,31.887512,24.478737,1.8721434,3.1868134,19.245789,89.50957,100.0,59.395596,19.661644,0.33669886,18.183124499999998,True,False,0,False,False,False,0.0,1.9245788999999998e-05
1950-06-17 00:00:00+00:00,167,13.884007453918455,-15.317413330078123,26.57872,28.422636,24.293423,2.018635,2.29873,12.855026,85.38993,100.0,68.36512,0.9152882,0.3543214,16.3580295,False,False,1,False,False,False,0.0,1.2855026000000001e-05
1950-06-18 00:00:00+00:00,168,13.884007453918455,-15.317413330078123,28.952496,33.707752,24.308105,1.8767605,2.3029752,24.477667,68.27029,99.099045,43.334652,0.0,0.34194395,19.0079285,False,False,2,False,False,False,0.0,2.4477667e-05
1950-06-19 00:00:00+00:00,169,13.884007453918455,-15.317413330078123,29.276268,33.89287,24.772789,2.1681738,3.204501,26.8856,69.15064,92.90286,46.304176,0.0,0.3285665,19.332829500000003,False,False,3,False,False,False,0.0,2.68856e-05
1950-06-20 00:00:00+00:00,170,13.884007453918455,-15.317413330078123,28.150043,32.477993,24.087471,2.8944888,3.4672916,26.3609,69.031,88.70668,49.273705,0.0,0.31618905,18.282732,False,False,4,False,False,False,0.0,2.63609e-05
1950-06-21 00:00:00+00:00,171,13.884007453918455,-15.317413330078123,26.273819,31.013115,24.052155,2.3184762,3.8597264,19.074854,79.91136,99.51049,51.243233,0.3825689,0.30781162,17.532635,False,False,5,False,False,False,0.0,1.9074854e-05
1950-06-22 00:00:00+00:00,172,13.884007453918455,-15.317413330078123,26.89759,31.448235,23.416838,2.3213737,3.3513494,24.910036,83.79172,100.0,56.21276,1.5313648,0.30243415,17.432536499999998,False,False,0,False,False,False,0.0,2.4910036000000002e-05
1950-06-23 00:00:00+00:00,173,13.884007453918455,-15.317413330078123,26.021366,29.633354,23.731522,2.179016,2.841075,15.418591,85.67207,100.0,61.18229,2.7583468,0.3040567,16.682437999999998,False,False,0,False,False,False,0.0,1.5418591e-05
1950-06-24 00:00:00+00:00,174,13.884007453918455,-15.317413330078123,27.14514,30.668472,24.046206,2.9090095,3.8814807,23.261578,73.55242,98.921936,60.151817,0.0,0.29767925,17.357339000000003,False,False,1,False,False,False,0.0,2.3261578e-05
1950-06-25 00:00:00+00:00,175,13.884007453918455,-15.317413330078123,27.668913,32.553593,23.260891,2.7670455,3.370297,26.363352,68.432785,92.72576,48.121338,0.0,0.28330183,17.907242,False,False,2,False,False,False,0.0,2.6363351999999998e-05
1950-06-26 00:00:00+00:00,176,13.884007453918455,-15.317413330078123,26.692688,32.63871,21.925573,2.6247292,5.454631,26.041689,77.31314,100.0,51.09087,5.680797,0.2779244,17.2821415,True,False,0,False,False,False,0.0,2.6041689e-05
1950-06-27 00:00:00+00:00,177,13.884007453918455,-15.317413330078123,25.266464,27.423836,23.390255,2.920069,3.7734432,16.477121,87.1935,100.0,69.060394,0.7681317,0.29254693,15.407045500000002,False,False,1,False,False,False,0.0,1.6477121e-05
1950-06-28 00:00:00+00:00,178,13.884007453918455,-15.317413330078123,23.340237,22.85895,23.25494,2.0466518,2.2162316,6.625941,100.0,100.0,98.02992,11.451738,0.30916947,13.056944999999999,True,False,0,False,False,True,0.0,6.625941e-06
1950-06-29 00:00:00+00:00,179,13.884007453918455,-15.317413330078123,25.71401,29.544075,22.469622,2.781148,3.6572368,25.179176,75.95421,99.94103,50.999454,0.0,0.30979204,16.0068485,False,False,1,False,False,False,0.0,2.5179176e-05
1950-06-30 00:00:00+00:00,180,13.884007453918455,-15.317413330078123,25.537785,30.329193,20.134308,1.9053298,2.224721,26.66315,68.83456,94.744835,46.968975,0.0,0.2974146,15.2317505,False,False,2,False,False,False,0.0,2.6663150000000002e-05
1950-07-01 00:00:00+00:00,181,13.884007453918455,-15.317413330078123,25.91156,30.564312,23.29899,1.7610279,2.3601153,17.427658,76.71492,100.0,54.938507,2.7713308,0.29303715,16.931651000000002,False,False,0,False,False,False,0.0,1.7427658e-05
1950-07-02 00:00:00+00:00,182,13.884007453918455,-15.317413330078123,26.735334,31.149433,22.013674,2.0571828,2.8901486,25.820663,78.595276,100.0,55.90803,0.0,0.2966597,16.5815535,False,False,1,False,False,False,0.0,2.5820663e-05
1950-07-03 00:00:00+00:00,183,13.884007453918455,-15.317413330078123,26.30177,29.025331,24.271461,3.237302,4.346551,15.898733,81.505585,91.21553,66.890366,0.0,0.28719956,16.648395999999998,False,False,2,False,False,False,0.0,1.5898733e-05
1950-07-04 00:00:00+00:00,184,13.884007453918455,-15.317413330078123,27.305967,30.835846,24.21776,2.9478152,3.1730413,24.672583,73.46582,89.17729,55.89404,0.0,0.2786016,17.526803,False,False,3,False,False,False,0.0,2.4672583e-05
1950-07-05 00:00:00+00:00,185,13.884007453918455,-15.317413330078123,26.610167,30.196365,22.914057,2.2145052,3.0523872,22.451761,75.426056,94.13905,57.897713,0.0,0.2680037,16.555211,False,False,4,False,False,False,0.0,2.2451761e-05
1950-07-06 00:00:00+00:00,186,13.884007453918455,-15.317413330078123,26.06437,28.306883,23.610357,1.7745475,2.1315386,14.553556,78.38629,93.10083,64.90138,0.07795493,0.2614057,15.95862,False,False,5,False,False,False,0.0,1.4553556e-05
1950-07-07 00:00:00+00:00,187,13.884007453918455,-15.317413330078123,25.918568,30.4174,23.356653,2.0737715,3.2096667,22.604172,86.34653,98.06259,61.905064,5.6310115,0.2668078,16.8870265,True,False,0,False,False,False,0.0,2.2604172e-05
1950-07-08 00:00:00+00:00,188,13.884007453918455,-15.317413330078123,26.772766,31.777916,22.302956,2.5224009,3.75921,24.470472,73.30677,100.0,48.908737,0.7060961,0.27620983,17.040436,False,False,1,False,False,False,0.0,2.4470472000000002e-05
1950-07-09 00:00:00+00:00,189,13.884007453918455,-15.317413330078123,26.426964,32.13844,21.99925,1.9321756,3.234851,24.44471,79.267,100.0,53.912415,5.1151814,0.26761192,17.068845000000003,True,False,0,False,False,False,0.0,2.444471e-05
1950-07-10 00:00:00+00:00,190,13.884007453918455,-15.317413330078123,26.031162,28.39896,23.395548,1.7866054,2.3004413,16.775564,84.22724,100.0,67.916084,0.86821556,0.28001398,15.897254,False,False,1,False,False,False,0.0,1.6775564e-05
1950-07-11 00:00:00+00:00,191,13.884007453918455,-15.317413330078123,26.585361,31.809475,23.141846,1.9388338,3.3965373,24.888735,80.18747,98.909676,52.919758,3.4037144,0.27241603,17.4756605,False,False,0,False,False,False,0.0,2.4888735e-05
1950-07-12 00:00:00+00:00,192,13.884007453918455,-15.317413330078123,25.639563,30.569992,22.588146,1.792811,2.8646064,20.305777,88.14771,100.0,60.92343,7.1439924,0.28281808,16.579068999999997,True,False,0,False,False,False,0.0,2.0305777e-05
1950-07-13 00:00:00+00:00,193,13.884007453918455,-15.317413330078123,26.943764,31.980515,23.484444,1.7959598,3.5610964,22.164011,84.10795,100.0,55.92711,1.6714652,0.28522015,17.7324795,False,False,0,False,False,False,0.0,2.2164011e-05
1950-07-14 00:00:00+00:00,194,13.884007453918455,-15.317413330078123,27.047958,31.591034,23.030743,2.3988528,3.4381967,20.756413,77.06818,100.0,57.930782,0.079804,0.27962223,17.3108885,False,False,1,False,False,False,0.0,2.0756413e-05
1950-07-15 00:00:00+00:00,195,13.884007453918455,-15.317413330078123,26.852161,31.551552,22.477037,3.0039186,3.8667397,26.06559,70.02843,94.75675,46.93446,0.0,0.2660243,17.0142945,False,False,2,False,False,False,0.0,2.606559e-05
1950-07-16 00:00:00+00:00,196,13.884007453918455,-15.317413330078123,26.556358,30.912067,21.82334,2.4074595,2.9121811,21.796387,71.98866,95.71852,52.93813,0.0,0.2534263,16.3677035,False,False,3,False,False,False,0.0,2.1796386999999998e-05
1950-07-17 00:00:00+00:00,197,13.884007453918455,-15.317413330078123,26.710558,31.02259,23.669636,2.1103494,2.7852077,18.718555,72.94889,98.68028,51.941807,2.0905175,0.24682836,17.346113000000003,False,False,0,False,False,False,0.0,1.8718554999999998e-05
1950-07-18 00:00:00+00:00,198,13.884007453918455,-15.317413330078123,25.014757,28.683107,23.065935,1.9631948,2.9369185,12.006129,86.90913,100.0,64.94548,0.4835704,0.26223043,15.874521000000001,False,False,1,False,False,False,0.0,1.2006129e-05
1950-07-19 00:00:00+00:00,199,13.884007453918455,-15.317413330078123,26.518957,30.843624,22.812235,2.11811,3.0899904,22.019812,80.86936,98.60382,56.949154,2.504213,0.2576325,16.8279295,False,False,0,False,False,False,0.0,2.2019812e-05
1950-07-20 00:00:00+00:00,200,13.884007453918455,-15.317413330078123,27.023155,30.254143,23.45853,2.5767746,3.385513,18.95148,77.8296,96.5656,63.952827,0.0,0.26103455,16.856336499999998,False,False,1,False,False,False,0.0,1.8951480000000002e-05
1950-07-21 00:00:00+00:00,201,13.884007453918455,-15.317413330078123,26.377357,31.114662,23.75483,2.1260295,2.6919246,20.303663,84.78983,100.0,60.956505,8.519714,0.25743663,17.434745999999997,True,False,0,False,False,False,0.0,2.0303663e-05
1950-07-22 00:00:00+00:00,202,13.884007453918455,-15.317413330078123,24.331554,24.77518,23.351124,1.673611,2.1345887,10.091537,94.75008,100.0,85.96018,6.8303323,0.28883868,14.063151999999999,True,False,0,False,False,True,0.0,1.0091537000000001e-05
1950-07-23 00:00:00+00:00,203,13.884007453918455,-15.317413330078123,25.685753,31.835697,21.797426,1.8292398,3.2876234,23.977291,85.710304,100.0,54.96385,2.851902,0.28324074,16.8165615,False,False,0,False,False,False,0.0,2.3977291e-05
1950-07-24 00:00:00+00:00,204,13.884007453918455,-15.317413330078123,25.389956,28.946218,23.293724,1.8327583,2.1537485,15.250019,93.67054,100.0,69.96752,12.0839815,0.2936428,16.119971,True,False,0,False,False,True,0.0,1.5250019e-05
1950-07-25 00:00:00+00:00,205,13.884007453918455,-15.317413330078123,25.644154,27.756739,24.290024,1.6832873,2.3077645,20.798643,96.63078,100.0,86.9712,8.671909,0.31604487,16.0233815,True,False,0,False,False,True,0.0,2.0798643e-05
1950-07-26 00:00:00+00:00,206,13.884007453918455,-15.317413330078123,25.548355,30.017254,23.336317,2.146557,2.89793,21.262745,89.59102,100.0,63.974873,9.7542925,0.32344693,16.6767855,True,False,0,False,False,False,0.0,2.1262745e-05
1950-07-27 00:00:00+00:00,207,13.884007453918455,-15.317413330078123,25.10255,29.177773,23.182617,1.5362805,1.7468052,15.198217,93.551254,100.0,67.978546,7.8017597,0.33684897,16.180194999999998,True,False,0,False,False,True,0.0,1.5198217e-05
1950-07-28 00:00:00+00:00,208,13.884007453918455,-15.317413330078123,27.256752,31.13829,23.728916,1.693272,1.754967,19.462608,81.51149,100.0,60.98222,0.08227541,0.33825102,17.433603,False,False,1,False,False,False,0.0,1.9462608e-05
1950-07-29 00:00:00+00:00,209,13.884007453918455,-15.317413330078123,26.510952,29.69881,24.475212,1.8509144,2.3509946,15.552199,89.471725,99.22151,68.98589,8.819347,0.3406531,17.087011,True,False,0,False,False,False,0.0,1.5552199e-05
1950-07-30 00:00:00+00:00,210,13.884007453918455,-15.317413330078123,27.665152,31.05933,24.42151,2.318328,3.986201,20.679972,81.43195,100.0,61.989567,0.24770725,0.34505516,17.74042,False,False,1,False,False,False,0.0,2.0679972e-05
1950-07-31 00:00:00+00:00,211,13.884007453918455,-15.317413330078123,26.969349,29.819849,24.117811,2.9425473,4.1537204,19.201355,81.3922,95.14506,66.99325,0.08271135,0.33645722,16.96883,False,False,2,False,False,False,0.0,1.9201355e-05
1950-08-01 00:00:00+00:00,212,13.884007453918455,-15.317413330078123,25.27355,27.23037,24.214108,2.0174708,2.534151,13.270316,92.35243,100.0,78.99692,7.870814,0.33985925,15.722239000000002,True,False,0,False,False,True,0.0,1.3270316e-05
1950-08-02 00:00:00+00:00,213,13.884007453918455,-15.317413330078123,26.377747,29.140884,23.660404,2.0216649,2.9959784,16.737806,85.31267,100.0,69.000595,0.1659743,0.34126133,16.400644,False,False,1,False,False,False,0.0,1.6737806e-05
