filename,LAT,LON,temperature_score_1950_1969,gdd_score_1950_1969,precipitations_score_1950_1969,ext_precipitation_score_1950_1969,soil_moisture_score_1950_1969,wind_score_1950_1969,heat_stress_score_1950_1969,humidity_score_1950_1969,solar_radiation_score_1950_1969,season_start_shift_score_1950_1969,season_length_score_1950_1969,Final_Score_1950_1969,temperature_score_1970_1989,gdd_score_1970_1989,precipitations_score_1970_1989,ext_precipitation_score_1970_1989,soil_moisture_score_1970_1989,wind_score_1970_1989,heat_stress_score_1970_1989,humidity_score_1970_1989,solar_radiation_score_1970_1989,season_start_shift_score_1970_1989,season_length_score_1970_1989,Final_Score_1970_1989,temperature_score_1990_2009,gdd_score_1990_2009,precipitations_score_1990_2009,ext_precipitation_score_1990_2009,soil_moisture_score_1990_2009,wind_score_1990_2009,heat_stress_score_1990_2009,humidity_score_1990_2009,solar_radiation_score_1990_2009,season_start_shift_score_1990_2009,season_length_score_1990_2009,Final_Score_1990_2009,temperature_score_2010_2029,gdd_score_2010_2029,precipitations_score_2010_2029,ext_precipitation_score_2010_2029,soil_moisture_score_2010_2029,wind_score_2010_2029,heat_stress_score_2010_2029,humidity_score_2010_2029,solar_radiation_score_2010_2029,season_start_shift_score_2010_2029,season_length_score_2010_2029,Final_Score_2010_2029,temperature_score_2030_2050,gdd_score_2030_2050,precipitations_score_2030_2050,ext_precipitation_score_2030_2050,soil_moisture_score_2030_2050,wind_score_2030_2050,heat_stress_score_2030_2050,humidity_score_2030_2050,solar_radiation_score_2030_2050,season_start_shift_score_2030_2050,season_length_score_2030_2050,Final_Score_2030_2050
cmip6_era5_data_daily_70,13.11072063446045,-16.311492919921875,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.0,0.15181818181818182,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.0,0.16727272727272727,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.34,0.0,0.67,0.0,0.18272727272727274,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.0,0.2127272727272727,0.0,1.0,0.67,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.17,0.2581818181818182
cmip6_era5_data_daily_71,13.673110961914062,-15.688079833984377,0.0,0.0,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.2127272727272727,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.24454545454545454,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.5,0.34,0.25909090909090904,0.0,0.5,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.34,0.2736363636363636,0.17,1.0,0.84,0.0,0.0,0.0,0.0,0.84,0.0,0.5,0.17,0.31999999999999995
cmip6_era5_data_daily_72,13.532513618469238,-14.917572021484377,0.0,0.17,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.17,0.24454545454545454,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.17,0.2290909090909091,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.17,0.24363636363636362,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.17,0.27454545454545454,0.17,1.0,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.17,0.31999999999999995
cmip6_era5_data_daily_73,13.181018829345703,-15.752044677734377,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.22727272727272727,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.19727272727272727,0.0,0.34,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.2281818181818182,0.0,0.34,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.17,0.24363636363636365,0.0,0.67,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.17,0.2736363636363636
cmip6_era5_data_daily_74,13.321617126464844,-15.123291015625,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.84,0.0,1.0,0.0,0.2127272727272727,0.0,0.34,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.24363636363636362,0.0,0.34,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.17,0.24363636363636365,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.25909090909090904,0.0,0.84,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.2736363636363636
cmip6_era5_data_daily_75,13.11072063446045,-14.262298583984377,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.84,0.0,1.0,0.0,0.2127272727272727,0.0,0.34,0.5,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.1981818181818182,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.84,0.0,0.2581818181818182,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.24363636363636362,0.0,0.67,0.5,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.25909090909090904
cmip6_era5_data_daily_76,13.673110961914062,-15.3577880859375,0.0,0.17,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.17,0.2290909090909091,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.24454545454545454,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.27454545454545454,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.27454545454545454,0.17,1.0,0.84,0.0,0.0,0.0,0.0,0.84,0.0,0.5,0.34,0.3354545454545454
cmip6_era5_data_daily_77,13.321617126464844,-16.1917724609375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.84,0.0,0.2127272727272727,0.0,0.17,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.34,0.24454545454545454,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.34,0.26,0.0,0.34,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.17,0.24363636363636362,0.0,0.67,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.17,0.2736363636363636
cmip6_era5_data_daily_78,13.11072063446045,-16.065582275390625,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.19818181818181815,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.1827272727272727,0.0,0.34,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.2281818181818182,0.0,0.34,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.24363636363636362,0.0,0.67,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.17,0.28909090909090907
cmip6_era5_data_daily_79,13.673110961914062,-13.954132080078123,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.17,0.2590909090909091,0.17,0.5,0.84,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.17,0.25909090909090904,0.0,0.67,0.84,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.34,0.2745454545454545,0.17,0.84,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.27454545454545454,0.34,1.0,0.84,0.0,0.0,0.0,0.34,0.67,0.0,0.67,0.0,0.35090909090909095
cmip6_era5_data_daily_8,13.251317977905272,-16.7518310546875,0.0,0.0,0.67,0.17,0.0,0.0,0.0,0.67,0.0,0.5,0.17,0.1981818181818182,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.34,0.2136363636363636,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.34,0.1981818181818182,0.0,0.0,1.0,0.34,0.0,0.0,0.0,1.0,0.0,0.5,0.34,0.28909090909090907,0.0,0.34,1.0,0.17,0.0,0.0,0.0,0.84,0.0,0.5,0.34,0.29
cmip6_era5_data_daily_80,13.181018829345703,-14.0291748046875,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.19727272727272727,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.21363636363636365,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.84,0.0,0.2581818181818182,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.24363636363636362,0.17,0.84,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.3054545454545454
cmip6_era5_data_daily_81,13.462214469909668,-13.83349609375,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.24363636363636365,0.17,0.5,0.67,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.34,0.2590909090909091,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.24363636363636365,0.17,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.84,0.0,0.27454545454545454,0.17,1.0,0.67,0.0,0.0,0.0,0.34,0.67,0.0,0.67,0.0,0.31999999999999995
cmip6_era5_data_daily_82,13.462214469909668,-15.8096923828125,0.0,0.0,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.2127272727272727,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.24454545454545454,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.34,0.2745454545454545,0.0,0.5,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.34,0.28909090909090907,0.0,1.0,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.5,0.17,0.28909090909090907
cmip6_era5_data_daily_83,13.743409156799316,-15.20660400390625,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.17,0.24454545454545454,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.24454545454545454,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.34,0.2590909090909091,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.34,0.2590909090909091,0.17,1.0,0.84,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.34,0.35090909090909084
cmip6_era5_data_daily_84,13.11072063446045,-16.63934326171875,0.0,0.0,0.67,0.17,0.0,0.0,0.0,0.67,0.0,0.67,0.17,0.21363636363636365,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.21363636363636365,0.0,0.17,0.67,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.34,0.1981818181818182,0.0,0.34,1.0,0.17,0.0,0.0,0.0,0.84,0.0,0.5,0.34,0.29,0.0,0.67,1.0,0.17,0.0,0.0,0.0,1.0,0.0,0.5,0.34,0.33454545454545453
cmip6_era5_data_daily_85,13.532513618469238,-15.0823974609375,0.0,0.17,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.17,0.24454545454545454,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.17,0.2290909090909091,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.17,0.27454545454545454,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.17,0.27454545454545454,0.17,1.0,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.17,0.31999999999999995
cmip6_era5_data_daily_86,13.532513618469238,-15.412078857421877,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.1827272727272727,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.17,0.24454545454545454,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.34,0.2745454545454545,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.84,0.0,0.5,0.17,0.22818181818181815,0.17,0.84,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.17,0.3054545454545454
cmip6_era5_data_daily_87,13.181018829345703,-14.52142333984375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.22727272727272727,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.2290909090909091,0.0,0.5,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.2581818181818182,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.24363636363636362,0.0,0.67,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.84,0.0,0.28909090909090907
cmip6_era5_data_daily_88,13.673110961914062,-14.5321044921875,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.84,0.17,0.24454545454545454,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.34,0.24363636363636362,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.3045454545454545,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.27454545454545454,0.17,1.0,0.84,0.0,0.0,0.0,0.17,0.67,0.0,0.67,0.34,0.35090909090909084
cmip6_era5_data_daily_89,13.462214469909668,-14.08050537109375,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.17,0.2590909090909091,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.17,0.22818181818181815,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.17,0.2590909090909091,0.17,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.84,0.0,0.27454545454545454,0.17,1.0,0.67,0.0,0.0,0.0,0.17,0.67,0.0,0.67,0.17,0.31999999999999995
cmip6_era5_data_daily_9,13.532513618469238,-16.4835205078125,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.34,0.1981818181818182,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.34,0.1981818181818182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.34,0.22818181818181815,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0.0,0.5,0.5,0.24363636363636362,0.0,0.5,0.84,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.34,0.28909090909090907
cmip6_era5_data_daily_90,13.532513618469238,-15.989013671875,0.0,0.0,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.2127272727272727,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.34,0.2290909090909091,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.5,0.34,0.24454545454545454,0.0,0.17,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.34,0.24363636363636362,0.0,0.67,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.17,0.2736363636363636
cmip6_era5_data_daily_91,13.462214469909668,-14.409881591796877,0.0,0.17,0.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.17,0.24363636363636365,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.17,0.24363636363636362,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.17,0.2590909090909091,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.24363636363636365,0.17,1.0,0.67,0.0,0.0,0.0,0.17,0.67,0.0,0.67,0.17,0.31999999999999995
cmip6_era5_data_daily_92,13.321617126464844,-15.863006591796877,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.84,0.0,0.2127272727272727,0.0,0.17,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.34,0.24454545454545454,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.17,0.24454545454545454,0.0,0.34,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.17,0.25909090909090904,0.0,0.84,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.17,0.28909090909090907
cmip6_era5_data_daily_93,13.251317977905272,-14.53466796875,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.84,0.0,1.0,0.17,0.22818181818181815,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.21363636363636365,0.0,0.5,0.84,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.24363636363636362,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.2127272727272727,0.17,0.84,0.5,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.27454545454545454
cmip6_era5_data_daily_94,13.532513618469238,-14.25823974609375,0.0,0.17,0.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.17,0.24363636363636365,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.17,0.24363636363636362,0.0,0.67,0.84,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.17,0.27454545454545454,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.24363636363636365,0.17,1.0,0.67,0.0,0.0,0.0,0.17,0.67,0.0,0.67,0.17,0.31999999999999995
cmip6_era5_data_daily_95,13.532513618469238,-14.587890625,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.84,0.0,1.0,0.17,0.27454545454545454,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.17,0.24363636363636362,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.3045454545454545,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.17,0.2590909090909091,0.17,1.0,0.84,0.0,0.0,0.0,0.17,0.67,0.0,0.67,0.17,0.3354545454545454
cmip6_era5_data_daily_96,12.970123291015623,-16.85455322265625,0.0,0.0,0.5,0.17,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.18272727272727274,0.0,0.34,0.84,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.34,0.22909090909090904,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.34,0.24363636363636362,0.0,0.67,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.28818181818181815,0.0,1.0,0.84,0.17,0.0,0.0,0.0,0.84,0.0,0.5,0.17,0.31999999999999995
cmip6_era5_data_daily_97,13.321617126464844,-14.136993408203123,0.0,0.17,0.5,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.2127272727272727,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.21363636363636365,0.0,0.5,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.22818181818181815,0.17,0.67,0.5,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.27454545454545454,0.17,0.84,0.67,0.0,0.0,0.0,0.17,0.67,0.0,0.84,0.17,0.3209090909090909
cmip6_era5_data_daily_98,13.673110961914062,-15.02752685546875,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.24454545454545454,0.0,0.5,0.84,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.2745454545454545,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.3045454545454545,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.34,0.29,0.17,1.0,0.67,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.34,0.3354545454545454
cmip6_era5_data_daily_99,13.954305648803713,-15.0828857421875,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.34,0.24454545454545454,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.34,0.2736363636363636,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.34,0.28909090909090907,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.34,0.2590909090909091,0.17,1.0,0.84,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.34,0.31999999999999995
