lat,lon
13.884007453918455,-15.234588623046877
13.391915321350098,-15.712982177734377
13.532513618469238,-14.5054931640625
13.181018829345703,-15.9161376953125
13.462214469909668,-15.315643310546877
13.181018829345703,-16.0802001953125
13.181018829345703,-16.40838623046875
13.673110961914062,-15.605499267578123
13.602811813354492,-16.086151123046875
13.391915321350098,-14.314422607421877
13.602811813354492,-14.931243896484377
13.181018829345703,-14.1932373046875
13.743409156799316,-15.371917724609377
13.391915321350098,-16.124298095703125
13.391915321350098,-16.453369140625
13.462214469909668,-15.068603515625
13.532513618469238,-13.928558349609377
13.321617126464844,-13.8082275390625
13.251317977905272,-13.795623779296877
13.04042148590088,-16.378509521484375
13.743409156799316,-14.87603759765625
13.391915321350098,-15.95977783203125
13.532513618469238,-14.423065185546877
13.532513618469238,-14.75274658203125
13.673110961914062,-13.871551513671877
13.602811813354492,-16.003662109375
13.462214469909668,-13.751129150390623
13.673110961914062,-14.03668212890625
13.462214469909668,-15.974395751953123
13.11072063446045,-16.7213134765625
13.181018829345703,-16.326324462890625
13.321617126464844,-15.452056884765623
13.602811813354492,-15.178741455078123
13.462214469909668,-14.245208740234377
13.813708305358888,-15.303314208984377
13.673110961914062,-15.192657470703123
13.11072063446045,-15.737701416015623
13.321617126464844,-14.876708984375
13.673110961914062,-14.61468505859375
13.813708305358888,-14.972442626953123
13.532513618469238,-15.74176025390625
13.321617126464844,-15.616455078125
13.673110961914062,-14.366973876953123
13.813708305358888,-15.220611572265623
13.11072063446045,-14.180328369140623
13.743409156799316,-14.71075439453125
13.673110961914062,-15.935760498046877
13.462214469909668,-13.91583251953125
13.251317977905272,-15.3558349609375
13.532513618469238,-13.76373291015625
13.532513618469238,-15.4945068359375
13.673110961914062,-14.779815673828123
13.602811813354492,-16.74609375
13.462214469909668,-14.65692138671875
13.462214469909668,-14.98626708984375
13.954305648803713,-15.0
13.391915321350098,-14.478973388671877
13.884007453918455,-14.82061767578125
13.532513618469238,-14.83514404296875
13.251317977905272,-15.684295654296877
13.251317977905272,-15.9306640625
13.673110961914062,-16.348602294921875
13.462214469909668,-14.327545166015623
13.251317977905272,-14.206207275390623
13.602811813354492,-15.42620849609375
13.251317977905272,-16.177001953125
13.462214469909668,-16.79779052734375
13.391915321350098,-15.87750244140625
13.673110961914062,-15.27520751953125
13.673110961914062,-15.522918701171877
13.462214469909668,-15.150970458984377
13.602811813354492,-14.518798828125
13.391915321350098,-14.14990234375
13.04042148590088,-15.96905517578125
13.251317977905272,-15.848541259765623
13.251317977905272,-14.12408447265625
13.602811813354492,-15.343719482421877
13.884007453918455,-14.903411865234377
13.11072063446045,-15.819671630859377
13.391915321350098,-15.4661865234375
13.391915321350098,-15.79522705078125
13.391915321350098,-14.067626953125
13.602811813354492,-16.4161376953125
13.04042148590088,-15.88714599609375
13.11072063446045,-16.88525390625
13.391915321350098,-16.288848876953125
13.884007453918455,-14.9862060546875
13.813708305358888,-14.88970947265625
13.04042148590088,-16.54229736328125
13.321617126464844,-15.28765869140625
13.251317977905272,-16.094879150390625
13.813708305358888,-15.38604736328125
13.602811813354492,-14.188812255859377
13.321617126464844,-16.602752685546875
13.11072063446045,-16.557373046875
13.391915321350098,-13.65631103515625
13.673110961914062,-14.1192626953125
13.321617126464844,-15.205474853515623
13.11072063446045,-15.983612060546877
13.813708305358888,-15.055145263671877
13.321617126464844,-16.02740478515625
13.11072063446045,-16.47540283203125
13.04042148590088,-16.050933837890625
13.532513618469238,-15.24725341796875
13.532513618469238,-15.576904296875
13.743409156799316,-14.46282958984375
13.673110961914062,-14.9449462890625
13.532513618469238,-16.0714111328125
13.532513618469238,-16.648345947265625
13.673110961914062,-14.86236572265625
13.462214469909668,-16.880157470703125
13.462214469909668,-14.7392578125
13.04042148590088,-16.296630859375
13.532513618469238,-16.31866455078125
13.391915321350098,-13.738555908203123
13.532513618469238,-13.681304931640623
13.602811813354492,-14.68377685546875
13.391915321350098,-14.232177734375
13.391915321350098,-14.80804443359375
13.251317977905272,-16.259124755859375
13.602811813354492,-15.756195068359377
13.391915321350098,-15.630706787109377
13.602811813354492,-14.601287841796877
13.602811813354492,-16.498626708984375
13.391915321350098,-16.946990966796875
13.532513618469238,-15.82415771484375
13.04042148590088,-16.2147216796875
13.321617126464844,-15.369873046875
13.602811813354492,-15.09625244140625
13.532513618469238,-14.0933837890625
13.391915321350098,-15.548431396484377
13.321617126464844,-14.547943115234377
13.321617126464844,-16.767120361328125
13.321617126464844,-15.698638916015623
13.813708305358888,-15.13787841796875
13.321617126464844,-16.4383544921875
13.321617126464844,-16.6849365234375
13.602811813354492,-14.353790283203123
13.532513618469238,-15.32965087890625
13.532513618469238,-15.659332275390623
13.602811813354492,-14.023834228515623
13.532513618469238,-16.81317138671875
13.602811813354492,-14.436279296875
13.251317977905272,-15.6021728515625
13.391915321350098,-14.89031982421875
13.462214469909668,-16.46844482421875
13.602811813354492,-13.94134521484375
13.391915321350098,-13.820831298828123
13.251317977905272,-13.7135009765625
13.602811813354492,-15.83868408203125
13.602811813354492,-14.1063232421875
13.462214469909668,-16.139068603515625
13.321617126464844,-13.890411376953123
13.251317977905272,-16.34124755859375
13.321617126464844,-14.383575439453123
13.321617126464844,-14.71234130859375
13.321617126464844,-14.301361083984377
13.321617126464844,-14.630126953125
13.462214469909668,-13.668792724609377
13.04042148590088,-16.706085205078125
13.602811813354492,-15.921173095703123
13.321617126464844,-13.97259521484375
13.321617126464844,-14.46575927734375
13.602811813354492,-16.16864013671875
13.04042148590088,-16.460418701171875
13.602811813354492,-16.333648681640625
13.321617126464844,-15.78082275390625
13.321617126464844,-14.0548095703125
13.884007453918455,-15.40020751953125
13.04042148590088,-16.869873046875
