date,temperature_2m_mean,precipitation_sum,soil_moisture_deficit,solar_radiation_mj,gdd,cv_temperature,cv_precipitation,is_extreme_precipitation,is_heat_days_above_threshold,is_humidity_days_above_threshold,is_wind_days_above_threshold,consecutive_dry_days,season_start_shift,season_length
1950-12-31 00:00:00+00:00,26.800244915913982,737.7645636609999,0.07274734000000008,2874.7306725,2646.280364,3.9408543184729177,107.76425934964865,2,0,1,0,11.0,6,140
1951-12-31 00:00:00+00:00,27.018728415913976,864.886520543,0.13997614000000022,2857.1990768,2677.5593,5.088503641591412,143.67400169305608,3,0,2,0,21.0,13,136
1952-12-31 00:00:00+00:00,26.506933724086018,1339.732127726,0.11820066000000015,2597.5709033000003,2597.5724685,6.421155936906735,161.25405151061995,6,0,3,0,15.0,15,137
1953-12-31 00:00:00+00:00,27.271288532903224,627.928748481,0.10134728000000018,2963.5725523,2724.451406,4.779567072158337,144.32833278198615,1,0,1,0,19.0,8,136
1954-12-31 00:00:00+00:00,26.90290088215054,716.39093254,0.07170705000000008,2926.0664038,2662.130345,4.1269815689721865,158.08895975741365,2,0,2,0,20.0,6,146
1955-12-31 00:00:00+00:00,26.729169297419354,770.272791705,0.0981563300000001,2951.3874507,2642.4342855,5.421877199899055,175.21182025294243,2,0,2,0,28.0,7,123
1956-12-31 00:00:00+00:00,27.026073563010755,709.8223753120001,0.04369540000000008,2993.3802474000004,2674.8224405,5.805204354784582,126.90317686855934,1,0,3,0,8.0,9,146
1957-12-31 00:00:00+00:00,27.513385267311826,495.30117187900004,0.15941498000000015,3004.7544855,2753.9514005,5.546371384839685,161.9932224806597,0,0,1,0,22.0,17,130
1958-12-31 00:00:00+00:00,26.760933133978494,691.0401070199999,0.030943280000000045,2807.4991963,2642.355344,3.6609964892186215,174.11239621183248,1,0,1,0,22.0,6,130
1959-12-31 00:00:00+00:00,27.659395055268817,553.950548269,0.17027634000000028,3045.705001,2780.4842715,6.967935017379845,150.38464560027276,0,0,2,0,48.0,26,137
1960-12-31 00:00:00+00:00,26.997697278924733,825.668864355,0.06297678000000007,2894.6905335,2680.5224505,4.9948270522559906,162.97345001226068,4,0,3,0,15.0,6,137
1961-12-31 00:00:00+00:00,27.25640676043011,582.38252734,0.10411491000000017,2965.1030675,2730.301404,6.923264973876781,172.98293069351544,0,0,2,0,22.0,6,130
1962-12-31 00:00:00+00:00,27.183503150967745,491.015295344,0.12779048000000015,2958.5004630000003,2690.5053550000002,5.529174708979283,145.1681909094356,0,0,2,0,29.0,8,145
1963-12-31 00:00:00+00:00,27.70729828795699,759.829408746,0.1625658700000002,3044.2272606,2781.3842720000002,5.747914046753212,171.6832251896163,2,0,2,0,28.0,18,113
1964-12-31 00:00:00+00:00,27.403342384086024,420.164296995,0.5015589900000004,3073.2825496,2724.5974505000004,6.4997017842174385,147.12283685021598,0,0,0,0,42.0,15,138
1965-12-31 00:00:00+00:00,26.81717022666667,867.4010912639999,0.15441674000000022,2736.40163585,2637.676413,6.417155892360857,156.72823780823373,4,0,1,0,15.0,14,135
1966-12-31 00:00:00+00:00,27.744072938279572,540.167119966,0.15531483000000024,3022.9090479,2794.9053445,6.265597662523518,180.25708158464056,1,0,2,0,29.0,17,120
1967-12-31 00:00:00+00:00,27.01419086645161,618.4204001190001,0.15185112000000017,2977.0900535,2681.384287,4.2251456945858985,140.5749730646931,1,0,1,0,42.0,13,139
1968-12-31 00:00:00+00:00,27.985202540215056,515.802294416,0.15199314000000022,3149.9175834,2826.6474215,6.439389484740038,173.24200244422988,2,0,1,0,15.0,25,133
1969-12-31 00:00:00+00:00,27.71672930731183,557.35952591,0.13059197000000022,2888.7220623,2777.226402,5.605388886655686,153.21140880132228,0,0,0,0,22.0,6,130
1970-12-31 00:00:00+00:00,27.131782623010753,518.678282892,0.11971020000000013,3080.455491,2695.9053304999998,3.741972883955322,148.73124753490646,0,0,1,0,27.0,6,126
1971-12-31 00:00:00+00:00,26.624018842365594,730.665513404,0.09757349000000012,2766.230508,2627.559306,5.549160488731118,143.48513218809398,0,0,3,0,28.0,6,146
1972-12-31 00:00:00+00:00,27.924578898924732,413.112101858,0.6729776700000003,3171.232009,2808.4724085,4.646822607694506,140.25440469210199,0,0,1,0,9.0,6,146
1973-12-31 00:00:00+00:00,27.775492712258064,537.689948974,0.16331622000000015,3067.3519836,2767.376391,5.3296837455714146,142.40951598834005,1,0,0,0,18.0,10,132
1974-12-31 00:00:00+00:00,27.488094415913974,605.630701914,0.17784889000000031,3188.7421665,2749.980326,6.960463067500018,184.31667373618134,2,0,1,0,27.0,12,125
1975-12-31 00:00:00+00:00,27.52019091655914,761.90822432,0.17924772000000028,3075.3969012,2754.5342714999997,7.121875498365917,191.2564452481931,5,0,2,0,51.0,27,118
1976-12-31 00:00:00+00:00,26.92338532473118,636.4968415239999,0.08781415000000009,2921.5573759,2668.1724325,5.139461087822681,160.11021319992935,1,0,1,0,19.0,7,139
1977-12-31 00:00:00+00:00,27.50217021225807,530.56009455,0.10868626000000009,3106.2202998000002,2745.6513914999996,3.819048880077132,157.57953960495067,1,0,1,0,21.0,9,128
1978-12-31 00:00:00+00:00,26.726954692688174,1019.07286653,0.1388698400000002,2802.2235769,2637.255352,4.900613534099026,176.30171930879905,3,0,2,0,28.0,15,137
1979-12-31 00:00:00+00:00,27.144706930537637,646.052311226,0.1558009400000002,2841.4880677,2700.034282,5.420495018591704,143.28167576516432,1,0,3,0,15.0,18,146
1980-12-31 00:00:00+00:00,27.327148795913978,454.751358591,0.1617133200000002,2962.498916,2724.122434,4.264356552821429,147.4749706553948,0,0,1,0,17.0,12,136
1981-12-31 00:00:00+00:00,28.25200900365591,428.45085278,0.4927635800000003,3157.413233,2855.101373,5.139191936399304,183.28956327004389,1,0,1,0,27.0,17,123
1982-12-31 00:00:00+00:00,27.757857714193552,506.958389139,0.1760252600000003,2967.00979,2790.830348,6.64003850324812,159.55195422640915,0,0,2,0,48.0,22,128
1983-12-31 00:00:00+00:00,28.285642353978496,408.10293711500003,0.2237133400000003,3088.6001343,2869.059268,6.577057108791898,155.57100188013519,0,0,1,0,41.0,32,118
1984-12-31 00:00:00+00:00,26.951880007741938,627.300621643,0.10373352000000013,2821.996302,2663.047439,3.117135249948612,134.24102192102788,1,0,2,0,16.0,8,134
1985-12-31 00:00:00+00:00,27.21648208967742,637.939942274,0.1434765900000002,2898.7389536,2720.9764225,6.644695345614108,182.9795168212263,2,0,2,0,28.0,14,134
1986-12-31 00:00:00+00:00,27.758803929892473,508.609069354,0.1578850700000002,3046.3047224,2775.8803359999997,4.719274118081494,150.30084281007282,2,0,0,0,25.0,13,125
1987-12-31 00:00:00+00:00,28.30278192516129,585.4082139,0.16995019000000025,3015.8761425000002,2868.884289,8.295285004535396,158.18482189579132,2,0,2,0,36.0,33,134
1988-12-31 00:00:00+00:00,28.5321057227957,327.71048946499997,0.9395017800000005,3172.181721,2898.097399,6.3538007457679875,145.6978299527255,0,0,0,0,14.0,6,145
1989-12-31 00:00:00+00:00,27.57423470451613,981.127545495,0.16594758000000023,2913.94877937,2753.8764065,7.060068300838503,190.9726611453435,4,0,2,0,20.0,18,145
