date,precipitation_sum,soil_moisture_deficit,solar_radiation_mj,gdd,cv_temperature,cv_precipitation,is_extreme_precipitation,is_heat_stress,is_humidity_above_threshold,is_wind_above_threshold,consecutive_dry_days,season_start_shift,season_length,temperature_2m_mean
1976-12-31 00:00:00+00:00,839.602910665,0.0,2110.1057643,2064.5352949999997,4.3941138333480945,183.6014945614819,1,3,45,0,15.0,0,109,26.33294143089431
1977-12-31 00:00:00+00:00,460.586932176,0.0,2325.614845,2161.974993,3.801200051232557,171.11545062168977,0,1,24,0,20.0,0,103,27.14805451219512
1978-12-31 00:00:00+00:00,898.63273299,0.0,2021.8320294,2062.5897105,3.0353866491944763,175.78265501220264,3,0,45,0,11.0,0,112,26.27211076422764
1979-12-31 00:00:00+00:00,657.1362604999999,0.0,2087.9653681,2118.679397,3.5523351193304626,154.14234858915012,1,2,48,0,13.0,0,117,26.745353983739836
1980-12-31 00:00:00+00:00,480.178100917,0.0,2187.6130465,2130.060313,3.37076161425651,170.16357325771213,0,2,30,0,15.0,0,112,26.921965780487803
1981-12-31 00:00:00+00:00,507.950695385,0.0,2395.0897127999997,2225.9499975,3.8308003671878263,191.12407920717877,1,13,18,0,20.0,0,95,27.710249536585366
1982-12-31 00:00:00+00:00,553.2072118,0.0,2176.483529,2151.1647335,4.035874203380415,166.10803612166706,0,1,40,0,21.0,0,117,27.076988894308943
1983-12-31 00:00:00+00:00,523.40201729,0.0,2259.2140616,2216.2794034999997,3.2116369291093947,161.4041826668896,0,8,34,0,9.0,0,115,27.586004520325204
1984-12-31 00:00:00+00:00,689.719919834,0.0,2129.9203726,2108.1602915000003,2.8967587473235725,159.2498579646144,1,1,40,0,15.0,0,108,26.684160983739837
1985-12-31 00:00:00+00:00,643.6827473029999,0.0,2093.0976063999997,2100.37497,4.295939374101726,180.86632327791483,0,6,45,0,17.0,0,116,26.50130651219512
1986-12-31 00:00:00+00:00,453.85450558499997,0.0,2263.5568969,2172.8397274999998,3.0570766089477437,168.70478881244466,1,4,25,0,20.0,0,103,27.267639170731705
1987-12-31 00:00:00+00:00,872.806155594,0.0,2175.5298125,2197.8793955,3.1503213937087438,194.1690129496451,2,4,38,0,21.0,0,116,27.371776861788618
1988-12-31 00:00:00+00:00,363.680658715,0.0,2310.3591064,2234.4603185,4.991625272321073,183.96872472463625,1,21,17,0,14.0,0,115,27.894323479674796
1989-12-31 00:00:00+00:00,926.6423506900001,0.0,2081.64185,2120.0249765,5.378016234616598,191.7100284994411,5,5,37,0,20.0,0,117,26.841143845528457
1990-12-31 00:00:00+00:00,628.6262207650001,0.0,2160.327709,2171.814726,2.357333908185045,164.36551426671542,1,8,36,0,8.0,0,115,27.16398069918699
1991-12-31 00:00:00+00:00,532.644784336,0.0,2303.5723714,2172.079409,3.5455927145352164,177.19142411100074,2,6,18,0,18.0,0,114,27.31730532520325
1992-12-31 00:00:00+00:00,551.078129581,0.0,2105.7276376,2111.0102875000002,3.329853976020672,156.51516000048142,1,2,32,0,9.0,5,117,26.88538036585366
1993-12-31 00:00:00+00:00,441.95842776999996,0.0,2319.7341575,2252.300008,4.266431945230117,194.6993577107883,1,11,15,0,15.0,0,108,27.856997601626013
1994-12-31 00:00:00+00:00,885.46903545,0.0,2044.451872,2145.789705,3.0154486949360457,192.89297763360346,3,2,42,0,18.0,0,117,27.067639333333332
1995-12-31 00:00:00+00:00,576.8532578549999,0.0,2247.0515015,2256.85441,4.692938784069505,186.6714844968839,0,14,41,0,7.0,0,113,27.82706143902439
1996-12-31 00:00:00+00:00,716.497917193,0.0,2239.9173357,2231.8103195,4.8911257872006075,190.29323699611186,2,11,30,0,14.0,0,108,27.67846987804878
1997-12-31 00:00:00+00:00,416.83096951,0.0,2160.9990209999996,2274.724999,1.3842664651696317,150.54800681967438,0,14,28,0,15.0,0,117,28.13260730894309
1998-12-31 00:00:00+00:00,430.894507835,0.0,2248.9066605,2278.364746,3.9466673231414036,175.21502334086645,0,23,26,0,12.0,0,111,28.11560676422764
1999-12-31 00:00:00+00:00,568.938490222,0.0,2054.7299086,2112.3543765,3.476451045941007,160.65560459015413,0,3,31,0,14.0,0,108,26.831126422764225
2000-12-31 00:00:00+00:00,540.145677058,0.0,2178.5197439000003,2183.3103055,2.6690668639186637,154.69762336126266,1,8,33,0,12.0,0,111,27.289039048780488
2001-12-31 00:00:00+00:00,838.577224075,0.0,2180.1412199,2214.299991,4.973298959946561,166.9529061687734,1,16,45,0,19.0,0,104,27.50821706504065
2002-12-31 00:00:00+00:00,447.39143975499996,0.0,2381.3293859,2226.189754,2.7918038510006222,203.0398302613337,1,9,17,0,16.0,0,107,27.82576930894309
2003-12-31 00:00:00+00:00,614.0611228939999,0.0,2223.7159026,2247.7544145,4.859711185147947,180.10092599359484,3,24,28,0,17.0,0,108,27.811207764227643
2004-12-31 00:00:00+00:00,629.75240047,0.0,2188.4963341000002,2194.4352835,3.8300776828861784,170.07365261013632,2,13,35,0,7.0,0,116,27.399201585365855
2005-12-31 00:00:00+00:00,753.85782111,0.0,2141.1975342,2189.2499865,4.087459839074419,172.88042770692925,3,7,41,1,13.0,0,110,27.398460983739838
2006-12-31 00:00:00+00:00,598.06323588,0.0,2087.9813733,2233.8397489999998,5.820883736333285,182.66176974639913,2,17,30,0,15.0,0,110,27.75788318699187
2007-12-31 00:00:00+00:00,571.198277693,0.0,2213.4242894999998,2189.354393,4.504711094498864,164.98221607842078,1,16,35,0,18.0,1,108,27.449419243902437
2008-12-31 00:00:00+00:00,833.645752906,0.0,2144.7919221,2158.3353,3.6923004422733734,166.52444099767592,2,14,44,0,13.0,0,109,27.068307162601627
2009-12-31 00:00:00+00:00,727.288707104,0.0,2036.3679582999998,2205.299991,4.107775215060346,158.99580879207426,3,7,47,0,9.0,0,114,27.482607308943088
2010-12-31 00:00:00+00:00,538.534063726,0.0,2216.0157477000002,2261.6397365,4.496435115327849,168.10682810873016,0,16,32,0,12.0,0,111,28.043655536585366
2011-12-31 00:00:00+00:00,887.67165975,0.0,1960.2526057999999,2119.9793775,1.390498781795883,152.99316921693367,1,4,56,0,13.0,0,117,26.670150853658537
2012-12-31 00:00:00+00:00,549.318689364,0.0,2080.3601258999997,2133.535283,2.0867058071574283,159.3923116006569,0,1,41,0,6.0,0,117,26.972372227642275
2013-12-31 00:00:00+00:00,752.558277845,0.0,2060.1014747,2195.6999914999997,3.280859623250324,157.85906478809028,2,4,45,0,7.0,0,117,27.29886744715447
2014-12-31 00:00:00+00:00,844.821265245,0.0,2124.9244578,2210.914733,6.364323923311463,203.3152481426686,1,19,39,0,14.0,0,107,27.607476650406504
2015-12-31 00:00:00+00:00,868.11129609,0.0,2051.6665607,2186.954399,3.909206384868167,165.15422880085845,4,9,44,0,12.0,0,111,27.256329747967477
2016-12-31 00:00:00+00:00,494.52130571099997,0.0,2039.1666218999999,2186.4352995,2.9523214967151126,151.54819416841897,0,9,39,0,8.0,0,117,27.443917032520325
2017-12-31 00:00:00+00:00,614.462927602,0.0,2098.2578685,2203.3249845,6.222717467242059,169.84660490092892,0,25,37,0,17.0,0,106,27.47650969918699
2018-12-31 00:00:00+00:00,569.000709708,0.0,2148.9003199999997,2214.8147305,3.76917209762416,164.80236654560878,1,5,41,0,20.0,0,114,27.50788318699187
2019-12-31 00:00:00+00:00,702.8044053039999,0.0,2062.4086433,2205.779426,5.292414097562234,164.67587219397674,2,18,32,0,20.0,0,103,27.62665491056911
2020-12-31 00:00:00+00:00,669.4637103700001,0.0,2233.2653705000002,2239.6353019999997,4.428907583272715,166.69816584527757,1,8,30,0,18.0,0,105,27.70082749593496
2021-12-31 00:00:00+00:00,992.5666913240001,0.0,1955.8522542,2139.6999745000003,5.758217892435241,172.17462829852528,5,12,40,0,19.0,0,105,27.01024958536585
2022-12-31 00:00:00+00:00,876.1835767,0.0,2071.0498448999997,2168.3897269999998,2.395703524168201,169.9184675279505,3,2,42,0,7.0,0,117,27.299346569105694
2023-12-31 00:00:00+00:00,586.060218444,0.0,2239.9975089,2325.2544285,3.9769029880805404,160.78245945468925,2,21,29,0,9.0,0,115,28.5421021300813
2024-12-31 00:00:00+00:00,668.396119355,0.0,2250.1889252,2252.2603185,4.801769703030789,187.64255684887817,3,24,28,0,27.0,0,96,27.886600024390244
2025-12-31 00:00:00+00:00,549.863786101,0.0,2138.3079598,2220.399987,2.3282199060182633,155.31735594778772,1,12,32,0,30.0,0,114,27.69561544715447
2026-12-31 00:00:00+00:00,789.0365855450001,0.0,2044.5167391,2191.98972,3.3465566910604263,160.01602950306045,1,11,44,0,12.0,0,110,27.377801829268293
2027-12-31 00:00:00+00:00,546.685436759,0.0,2177.764299,2236.554404,3.6060027912899186,163.01432741473457,1,20,32,0,18.0,0,105,27.796167154471544
2028-12-31 00:00:00+00:00,591.2833987,0.0,2151.7877506,2221.260312,4.329818403222948,178.59934106017033,1,18,29,0,19.0,0,106,27.68416094308943
2029-12-31 00:00:00+00:00,540.1634894289999,0.0,2192.6212926,2239.5999924999996,5.145282679181524,185.86316958573002,0,23,29,0,27.0,0,96,27.815940569105692
2030-12-31 00:00:00+00:00,892.95885784,0.0,1991.3644644,2213.7397175,2.1951881519063594,167.19636577907923,3,3,47,1,29.0,0,117,27.51520026829268
2031-12-31 00:00:00+00:00,1037.497886336,0.0,1987.1746702,2192.854397,3.861777114705587,157.6623576979118,1,7,53,0,6.0,0,117,27.351858170731706
2032-12-31 00:00:00+00:00,723.369505891,0.0,2222.0792025,2244.0353185,4.1085180050062995,201.41989101339925,3,28,30,0,30.0,0,93,27.853673032520327
2033-12-31 00:00:00+00:00,490.052332636,0.0,2226.3384386,2370.600019,2.681293007410245,159.98433672574268,0,26,21,0,34.0,0,116,28.990330983739838
2034-12-31 00:00:00+00:00,562.446366121,0.0,2227.8940612,2379.5647545,5.71725340518513,194.0138206135588,1,44,30,0,18.0,5,100,29.058289796747967
2035-12-31 00:00:00+00:00,868.795924206,0.0,2079.7728144000002,2229.0044015,5.39495300152333,179.17497635585144,6,15,42,0,19.0,0,117,27.73925658536585
2036-12-31 00:00:00+00:00,989.2913633590001,0.0,2146.3585861,2268.935318,3.354265779748141,167.41335555328948,4,18,32,3,12.0,0,111,28.07643730081301
2037-12-31 00:00:00+00:00,957.3839527800001,0.0,2064.8467716,2264.899992,4.237540637351721,168.82601915606915,5,15,42,0,16.0,0,117,28.04602188617886
2038-12-31 00:00:00+00:00,698.017827184,0.0,2209.8889909,2303.2397565,3.429974484497381,159.42210512390608,2,22,38,0,9.0,0,112,28.29284255284553
2039-12-31 00:00:00+00:00,734.44769579,0.0,2073.1756274,2310.329424,3.5155853272814093,168.25929727645124,3,18,40,0,8.0,0,115,28.313240243902438
2040-12-31 00:00:00+00:00,906.45218994,0.0,2100.9626319,2291.085316,3.678414026428774,184.0511871216995,6,14,34,0,6.0,0,117,28.305299097560976
2041-12-31 00:00:00+00:00,847.02082223,0.0,2073.1956082,2280.1999775,3.21918754803229,173.17559812602644,5,14,43,0,12.0,0,111,28.226103170731704
2042-12-31 00:00:00+00:00,851.79931117,0.0,2086.1748138000003,2336.1147645,1.7606335843318845,159.4478005159911,4,12,40,0,13.0,0,117,28.556663585365854
2043-12-31 00:00:00+00:00,691.844397072,0.0,2133.1811187,2281.6794045,3.0207904827525476,169.04291175660785,2,16,33,0,14.0,0,109,28.196980162601626
2044-12-31 00:00:00+00:00,571.904428279,0.0,2142.8744412,2314.9103135,5.285722998687514,171.93088964496198,1,31,27,0,9.0,0,114,28.41627481300813
2045-12-31 00:00:00+00:00,913.921104865,0.0,2062.2510303,2315.8749825,2.955968480199045,179.52184771798568,5,17,35,0,7.0,0,117,28.401712918699186
2046-12-31 00:00:00+00:00,835.33896183,0.0,2103.975613,2329.8147425,3.9233118319711457,186.08566151764367,4,28,33,0,19.0,0,104,28.555444203252033
2047-12-31 00:00:00+00:00,755.865090823,0.0,2089.1082315,2310.52942,3.3521096036160256,163.87413740945928,3,19,32,0,5.0,0,117,28.46120768292683
2048-12-31 00:00:00+00:00,738.2165021100001,0.0,2061.5369342,2295.61032,4.884281325004239,161.4502902072712,4,23,32,1,10.0,0,113,28.31586820325203
2049-12-31 00:00:00+00:00,1019.8788828840001,0.0,2206.8357382,2373.0500165,4.237726526976964,171.55311153786502,3,28,39,1,15.0,0,117,28.85943654471545
2050-12-31 00:00:00+00:00,443.93487383499996,0.0,2218.8471919,2439.414768,5.360416506486527,161.47423835687493,1,49,23,0,9.0,0,114,29.482273528455284
