date,temperature_2m_mean,precipitation_sum,soil_moisture_deficit,solar_radiation_mj,gdd,cv_temperature,cv_precipitation,is_precipitation_above_threshold,is_extreme_precipitation,is_heat_days_above_threshold,is_humidity_days_above_threshold,is_wind_days_above_threshold,consecutive_dry_days,season_start_shift,season_length
1950-12-31 00:00:00+00:00,26.618440479784947,749.704773444,0.0,1.8959722129591397e-05,2624.6894190000003,3.731695347070532,99.28824705223187,46,2,0,2,0,11.0,6,140
1951-12-31 00:00:00+00:00,26.791119274623657,952.915583995,0.0,1.861347525305376e-05,2641.7369019999996,4.233244183445765,145.36475412310182,59,2,0,3,0,21.0,10,136
1952-12-31 00:00:00+00:00,26.350663470752686,1373.658444145,0.0,1.7202754174946237e-05,2580.0444104999997,5.937009841725498,155.73219687069312,71,4,0,3,0,15.0,6,137
1953-12-31 00:00:00+00:00,27.064363655483874,664.46610953,0.0,1.939805049419355e-05,2698.916918,4.325094694153881,143.3892935323179,51,0,0,2,0,23.0,8,139
1954-12-31 00:00:00+00:00,26.803677097204304,721.243225445,0.0,1.9152511577458064e-05,2651.8144265,3.8519867989440932,169.65005995774388,45,1,0,2,0,15.0,6,138
1955-12-31 00:00:00+00:00,26.547710633978493,865.161522475,0.0,1.915437970010753e-05,2612.6118930000002,5.1227209819303425,174.91491335724444,57,2,0,2,0,24.0,7,127
1956-12-31 00:00:00+00:00,26.80677109827957,778.357636159,0.0,1.9581280605376345e-05,2652.5444175000002,5.354799302047344,132.5862677114813,59,0,0,3,0,8.0,9,146
1957-12-31 00:00:00+00:00,27.26851419870968,501.349305074,0.0,1.96259450372043e-05,2725.3669385000003,4.420273336840762,161.33973678356622,41,0,0,1,0,22.0,17,131
1958-12-31 00:00:00+00:00,26.655214644946238,741.958137346,0.0,1.8503412033698924e-05,2623.3894339999997,3.5264074893159987,169.4767501713996,50,1,0,1,0,21.0,6,131
1959-12-31 00:00:00+00:00,27.37815149032258,608.678831974,0.0,1.9808343801290324e-05,2747.0368909999997,6.125160640270658,149.07843802754257,49,0,0,2,0,47.0,27,126
1960-12-31 00:00:00+00:00,26.949136714623656,808.823745785,0.0,1.9059312368344087e-05,2676.0194185,4.865813787583917,169.0859781031952,53,2,0,3,0,15.0,12,137
1961-12-31 00:00:00+00:00,27.100621720215052,630.71184297,0.0,1.9456743258344087e-05,2712.81693,6.371395476334064,171.03442752598798,47,0,0,2,0,21.0,6,134
1962-12-31 00:00:00+00:00,26.9558383027957,534.869378379,0.0,1.9477157818064518e-05,2665.83942,4.722379065716117,144.41890623740306,45,0,0,2,0,12.0,7,145
1963-12-31 00:00:00+00:00,27.46854931139785,764.6904982699999,0.0,1.9970188992107527e-05,2757.2869125,5.096590223925845,171.57852652442955,52,1,0,2,0,26.0,17,113
1964-12-31 00:00:00+00:00,27.19736252903226,411.7508429,0.005766820000000034,2.014410373139785e-05,2707.5694205,5.990542497108085,142.73235366089247,30,0,0,0,0,15.0,15,138
1965-12-31 00:00:00+00:00,26.56449262903226,760.00677459,0.0,1.784853380864516e-05,2601.2919275,5.8768065846021065,144.73468386998854,44,1,0,2,0,13.0,13,137
1966-12-31 00:00:00+00:00,27.4774405572043,574.22611289,0.0,1.967394891548387e-05,2756.5394185,5.697332386511921,176.22550933576045,42,0,0,2,0,19.0,18,135
1967-12-31 00:00:00+00:00,26.792570719354842,653.23263517,0.0,1.9659205217870965e-05,2657.0868995,3.4397139773594336,143.32358802179544,50,1,0,2,0,14.0,14,139
1968-12-31 00:00:00+00:00,27.766287324516128,518.056341748,0.0,2.073465733548387e-05,2801.719424,5.479035633410607,180.02634951968335,38,1,0,0,0,29.0,25,132
1969-12-31 00:00:00+00:00,27.545944339784945,655.2521915760001,0.0,1.8940780159354838e-05,2759.0669264999997,5.34153698213795,158.409878624557,44,2,0,1,0,21.0,6,130
1970-12-31 00:00:00+00:00,27.05661237182796,539.863572374,0.0,2.001470776903226e-05,2692.1644285,3.534163265466771,152.1393023788577,48,0,0,1,0,26.0,6,126
1971-12-31 00:00:00+00:00,26.44501159204301,742.987101586,0.0,1.8022840406021505e-05,2599.411892,5.024170101773014,143.91737643847532,59,0,0,3,0,28.0,6,146
1972-12-31 00:00:00+00:00,27.64415821311828,444.64621061,0.031047670000000055,2.0939855354086023e-05,2778.594421,3.959819858852762,140.01941661581142,29,0,0,1,0,11.0,6,146
1973-12-31 00:00:00+00:00,27.554643093978495,567.650630099,0.0,2.0154928952344085e-05,2750.916914,5.13728679879579,146.4241488958461,39,0,0,0,0,19.0,10,131
1974-12-31 00:00:00+00:00,27.246096419354842,621.91733876,0.0,2.087534181311828e-05,2724.8894065,6.146966450065039,182.7336239943538,37,0,0,1,0,28.0,12,125
1975-12-31 00:00:00+00:00,27.245194537204306,805.5636145660001,0.0,2.0178826238494624e-05,2727.211897,6.177151773073473,180.29880983737726,44,4,0,2,0,51.0,28,118
1976-12-31 00:00:00+00:00,26.746061465376346,695.3707980410001,0.0,1.9185012669247314e-05,2646.519424,4.699682957298381,162.64540768364233,47,0,0,2,0,19.0,7,139
1977-12-31 00:00:00+00:00,27.428675562150538,538.322509285,0.0,2.0377823593849466e-05,2750.991918,3.1955432977335074,169.4701539731224,40,1,0,1,0,24.0,9,126
1978-12-31 00:00:00+00:00,26.5430533372043,866.564409999,0.0,1.8472426565161288e-05,2612.7644265,4.162587753974099,148.80830968945648,63,0,0,3,0,34.0,15,137
