date,precipitation_sum,soil_moisture_deficit,solar_radiation_mj,gdd,cv_temperature,cv_precipitation,is_extreme_precipitation,is_heat_stress,is_humidity_above_threshold,is_wind_above_threshold,consecutive_dry_days,season_start_shift,season_length,temperature_2m_mean
1950-12-31 00:00:00+00:00,638.59995423,0.0,2205.9748822,2116.660439,4.663960745023944,118.565100882317,1,3,37,0,12.0,0,112,26.849631788617888
1951-12-31 00:00:00+00:00,725.6455479809999,0.0,2113.5719160999997,2116.0764375,3.55584206805491,170.43371356043303,2,4,37,0,12.0,0,111,26.74666843089431
1952-12-31 00:00:00+00:00,1435.826605621,0.0,1961.140666,2045.628528,4.2916934475645565,173.77415133838994,6,10,52,1,15.0,0,107,26.235233341463413
1953-12-31 00:00:00+00:00,538.315873109,0.0,2238.6160158000002,2149.644515,3.054561355911963,156.051094402648,1,6,35,0,16.0,0,107,27.039993495934958
1954-12-31 00:00:00+00:00,480.015189474,0.0,2139.0348185,2113.210446,3.7406382166012535,161.80613202249245,0,0,28,0,6.0,0,117,26.77564800813008
1955-12-31 00:00:00+00:00,699.6418292999999,0.0,2297.3434096,2106.5514525,4.829885097868222,179.7708060424071,1,10,40,0,28.0,0,95,26.54951401626016
1956-12-31 00:00:00+00:00,625.245874074,0.0,2249.0772902,2106.7535405,2.1243873567470635,148.5552566111265,1,0,40,0,6.0,0,117,26.66775368292683
1957-12-31 00:00:00+00:00,573.55610602,0.0,2207.59098,2159.3695285000003,3.4068884007956863,166.41469529223622,1,6,31,0,11.0,0,112,27.097310634146343
1958-12-31 00:00:00+00:00,610.148565892,0.0,2150.7708952000003,2107.2354465,4.065327791355187,194.26815990461773,2,5,29,1,19.0,0,100,26.728493552845528
1959-12-31 00:00:00+00:00,506.109149593,0.0,2227.980042,2158.9764445,4.241535454429194,155.7674681457484,0,2,30,0,8.0,0,117,27.124310699186992
1960-12-31 00:00:00+00:00,803.5772662390001,0.0,2151.2167534,2130.5785459999997,5.132604045639933,180.23591381264325,4,9,36,0,15.0,0,108,26.897021967479674
1961-12-31 00:00:00+00:00,557.2306053450001,0.0,2270.166711,2120.1445285,4.2461471642624735,172.91365585454824,0,19,36,0,22.0,0,100,26.72373331707317
1962-12-31 00:00:00+00:00,597.467680917,0.0,2155.3512347,2105.71044,2.8110760891426647,161.9577109457871,1,1,34,0,9.0,0,117,26.737436593495936
1963-12-31 00:00:00+00:00,652.308148708,0.0,2232.9182556,2174.7264529999998,5.356035862466267,186.43258207428576,2,12,32,0,26.0,0,94,27.406424601626014
1964-12-31 00:00:00+00:00,384.648718859,0.4007613300000002,2292.3901385,2128.1785415,5.21965736220625,171.80117849585938,0,11,15,0,9.0,0,117,26.975070699186993
1965-12-31 00:00:00+00:00,761.737910001,0.0,2060.1810385999997,2072.6445185000002,4.99328271564332,171.68918180099027,2,4,29,0,10.0,0,113,26.492026081300814
1966-12-31 00:00:00+00:00,543.6234580649999,0.0,2263.1547885,2174.5854455,4.502087729663712,183.926501985523,1,13,35,0,15.0,0,108,27.29516017886179
1967-12-31 00:00:00+00:00,579.520609674,0.0,2190.7108748,2121.0514455,2.4819253818232188,153.4985999234505,1,0,34,0,5.0,0,117,26.7755302601626
1968-12-31 00:00:00+00:00,627.153471828,0.0,2280.0563394,2210.928529,4.828427914129625,186.3737194482477,1,20,28,0,15.0,0,108,27.522631585365854
1969-12-31 00:00:00+00:00,633.29627159,0.0,2195.453287,2172.6695259999997,3.161823662600528,174.74287182631784,1,9,27,0,21.0,0,101,27.303408032520323
1970-12-31 00:00:00+00:00,440.863557251,0.14184619000000004,2354.8688858,2144.335459,2.5970049410609253,172.0074293438305,1,13,26,0,26.0,0,97,26.939875650406506
1971-12-31 00:00:00+00:00,691.5366736139999,0.0,2010.1912796,2056.101452,1.814325398582372,157.10652556314534,1,3,53,0,27.0,0,117,26.19097738211382
1972-12-31 00:00:00+00:00,445.459157889,0.10958030000000007,2403.6390004,2233.3035375,4.39133150879754,177.32490347116058,1,17,17,0,15.0,2,113,27.919379674796748
1973-12-31 00:00:00+00:00,546.257137735,0.0,2316.7924674,2204.269528,4.827489460903518,177.167977394608,0,9,19,0,13.0,0,117,27.631863422764226
1974-12-31 00:00:00+00:00,558.513991515,0.046052810000000055,2360.6329117,2128.2604515000003,3.3253512468322977,185.71631185442166,1,13,24,0,24.0,0,99,26.88743668292683
1975-12-31 00:00:00+00:00,569.412726579,0.0,2287.1223873,2139.851459,4.195258476211391,187.55725339868732,1,9,29,1,33.0,5,103,26.947074861788618
1976-12-31 00:00:00+00:00,894.9003942859999,0.0,2138.56123107,2093.1785330000002,4.5632147236526786,191.05233918095902,2,4,42,1,15.0,0,109,26.548241341463413
