date,temperature_2m_mean,precipitation_sum,soil_moisture_deficit,solar_radiation_mj,gdd,cv_temperature,cv_precipitation,is_extreme_precipitation,is_heat_days_above_threshold,is_humidity_days_above_threshold,is_wind_days_above_threshold,consecutive_dry_days,season_start_shift,season_length
1973-12-31 00:00:00+00:00,27.85214520860215,751.22159081,0.028071300000000077,2880.5664573,2787.9968200000003,5.810920493699826,154.73094877740766,4,0,0,0,12.0,6,146
1974-12-31 00:00:00+00:00,27.567636217634412,621.978856804,0.048082040000000076,3013.7909351999997,2741.3227340000003,7.521241787533181,167.5435627549529,1,0,0,0,24.0,9,126
1975-12-31 00:00:00+00:00,27.534374521075268,602.550591224,0.05512347000000012,2899.2015335,2745.9736755000004,8.099517239952442,153.8942737677333,0,0,1,0,36.0,13,133
1976-12-31 00:00:00+00:00,26.899654412258066,1093.04807818,0.040553080000000075,2773.4758097,2639.7709135,6.388981054340874,170.58373164559833,3,0,1,0,19.0,7,138
1977-12-31 00:00:00+00:00,27.495844091827955,573.559027268,0.0490875900000001,2938.9385233000003,2725.446831,4.645672509687906,142.3760226679368,0,0,0,0,20.0,8,130
1978-12-31 00:00:00+00:00,26.660797475913977,816.857917271,0.04131200000000007,2621.3852607999997,2603.497761,4.6604549227125505,137.84647985047988,2,0,2,0,27.0,7,140
1979-12-31 00:00:00+00:00,27.47758966688172,773.77656285,0.04815127000000011,2725.5920175,2733.548676,7.4119254621270985,139.1919755942074,2,0,2,0,15.0,16,146
1980-12-31 00:00:00+00:00,27.494514593548388,530.742336604,0.041644480000000095,2790.3038555000003,2729.1959070000003,5.900997285054733,149.51092846927676,0,0,1,0,16.0,11,138
1981-12-31 00:00:00+00:00,28.130779544516127,576.8257338349999,0.03908760000000008,2979.847303,2822.1468055,5.1464418966737195,175.95996248872993,1,0,0,0,32.0,8,120
1982-12-31 00:00:00+00:00,27.95307691247312,625.373222286,0.05185490000000012,2835.6697169999998,2795.9477425,8.205670969075797,144.46193825080155,0,0,1,0,42.0,17,142
1983-12-31 00:00:00+00:00,28.548277600860217,535.7186296140001,0.05315126000000012,2954.3311001,2894.398661,8.468925143444732,158.62316582988916,1,0,0,0,27.0,32,124
1984-12-31 00:00:00+00:00,26.9075039083871,914.144758809,0.0,2712.9349557,2645.3708955,3.1874625470793263,135.39643534747674,2,0,1,0,14.0,6,137
1985-12-31 00:00:00+00:00,27.338435569892475,621.5066984160001,0.041137520000000094,2766.0333005,2717.0968425,7.949219764295528,162.33376484163756,0,0,1,0,18.0,12,142
1986-12-31 00:00:00+00:00,27.907904843010755,485.240464399,0.06942429000000014,2816.55793,2787.9727375,6.666326749700542,143.26042436456962,1,0,1,0,20.0,13,126
1987-12-31 00:00:00+00:00,28.543492583655915,1138.368774794,0.05212348000000011,2871.987399,2896.723669,9.796241508931178,218.69480415571942,3,0,1,0,35.0,16,136
1988-12-31 00:00:00+00:00,28.289719007311827,462.678544439,0.4484608600000002,3005.1849248,2830.3458785000003,5.925774624489077,147.61546981531018,0,0,0,0,8.0,6,141
1989-12-31 00:00:00+00:00,27.628983836774193,1033.30852345,0.0466111500000001,2749.3792843,2746.4468155,8.125583183091566,179.01058586514208,6,0,2,0,14.0,15,144
1990-12-31 00:00:00+00:00,27.586453403440856,673.5301521609999,0.045312000000000074,2799.6126856,2756.1477295,4.55975402671341,139.02838332875825,1,0,2,0,11.0,7,143
1991-12-31 00:00:00+00:00,28.21479391677419,549.281446643,0.05612349000000011,3004.6522134,2827.448655,8.183419526752626,163.96740077469943,1,0,0,0,25.0,17,132
1992-12-31 00:00:00+00:00,27.23517047548387,640.058740788,0.03709317000000009,2691.3953561999997,2684.1959075,4.693590286708769,132.929541838406,1,0,2,0,16.0,9,144
1993-12-31 00:00:00+00:00,28.48710209655914,428.762161004,0.16416994000000018,2949.1542287,2887.3968025000004,6.745187376143245,174.05647932932527,1,0,1,0,16.0,18,128
1994-12-31 00:00:00+00:00,27.838302745806452,710.153641246,0.02280267000000008,2715.7261363,2788.3727395,7.056290100693334,154.8030030991537,1,0,3,0,17.0,6,146
1995-12-31 00:00:00+00:00,28.345052026881717,564.548506112,0.02000764000000002,2916.0893355,2873.323661,6.454853555245226,157.75232195851666,0,0,2,0,7.0,6,145
1996-12-31 00:00:00+00:00,28.440460658064513,682.5468850999999,0.04309319000000009,2887.8915938,2883.4458805,7.881251443196853,168.71777481665654,3,0,1,0,17.0,8,133
1997-12-31 00:00:00+00:00,28.78466125569892,445.814077294,0.014511830000000031,2845.8806534,2914.1218225,5.631219856152161,138.85690641033898,0,0,1,0,19.0,6,146
1998-12-31 00:00:00+00:00,28.934044473978496,523.077043516,0.055082050000000105,2896.2473073,2939.1227315,7.782688798952285,168.79494209071987,1,0,1,0,12.0,8,135
1999-12-31 00:00:00+00:00,27.02597686344086,830.336076864,0.0,2583.0641015,2651.898693,4.502886435713839,136.29533629931942,2,0,1,0,15.0,6,137
2000-12-31 00:00:00+00:00,27.63972978688172,637.520080434,0.01576396000000005,2824.2792081,2760.5209115,3.657068905048433,132.60345587692936,1,0,1,0,16.0,6,140
2001-12-31 00:00:00+00:00,28.224973033118278,859.1077980089999,0.030586480000000055,2848.6038642,2848.1468215,7.407375863790183,155.44667727666294,1,0,1,0,19.0,7,133
2002-12-31 00:00:00+00:00,28.375399472473116,647.390925947,0.05263056000000013,3018.2479531999998,2848.3727195,6.104087785109563,164.60605981997938,3,0,0,0,38.0,19,123
2003-12-31 00:00:00+00:00,28.504933581290324,573.619865629,0.055151250000000124,2885.5484826,2891.6236830000003,7.566768772760894,164.91321813621238,2,0,1,0,30.0,14,129
2004-12-31 00:00:00+00:00,27.800235208602153,744.0419284230001,0.02156429000000007,2824.0794367999997,2787.3959015,5.029710495570818,156.63234787387736,3,0,1,0,7.0,6,145
2005-12-31 00:00:00+00:00,27.679715068172044,812.7544778609999,0.03356686000000006,2702.5525032,2765.2468165,4.696823516822781,150.35939786463862,3,0,1,0,14.0,7,138
2006-12-31 00:00:00+00:00,28.327238229462363,677.457914398,0.01750370000000004,2752.1882286,2859.9727275,7.04332718994156,152.82509807137765,2,0,1,0,14.0,6,139
2007-12-31 00:00:00+00:00,28.01812723032258,714.3709494679999,0.055151250000000124,2874.3746052,2788.4486765,6.734753986349955,149.47280843526937,2,0,2,0,27.0,14,129
2008-12-31 00:00:00+00:00,27.76408450623656,768.982902666,0.0,2834.3573807,2773.920898,6.676657249952707,164.26655881247666,2,0,1,0,15.0,6,138
2009-12-31 00:00:00+00:00,28.454962231182797,702.810147087,0.0481375200000001,2696.3335755,2880.2218165,9.18422742687392,161.08163656842396,1,0,3,0,42.0,30,121
2010-12-31 00:00:00+00:00,28.75030260731183,630.386513892,0.04285489000000012,2849.7822109,2914.6227135,7.315481705356585,150.28364112890847,0,0,1,0,13.0,17,140
2011-12-31 00:00:00+00:00,27.484783192688173,853.887593785,0.035062630000000095,2608.0683516999998,2744.3986945,6.6864669471158935,141.26619136500182,1,0,2,0,16.0,6,146
2012-12-31 00:00:00+00:00,27.54282642817204,599.542760495,0.04037303000000009,2686.86886,2728.8709115,5.208333022465688,136.92660408918874,1,0,2,0,11.0,10,137
2013-12-31 00:00:00+00:00,28.034456970107527,804.851374291,0.031021380000000043,2712.8595518,2823.0218245,7.019990012007367,141.5122385331046,2,0,2,0,14.0,6,146
2014-12-31 00:00:00+00:00,28.60178650430107,793.8599106580001,0.05185490000000012,2817.9798282,2894.8977219999997,10.11129778239271,177.02499045199636,2,0,2,0,15.0,13,141
2015-12-31 00:00:00+00:00,27.747428483870966,1042.478332986,0.029074080000000058,2654.2137902,2784.5736505,5.520121856571303,143.63319704740044,3,0,2,0,12.0,6,140
2016-12-31 00:00:00+00:00,28.340901635268818,586.259464125,0.0018143600000000148,2707.46807,2853.045889,8.417556554549185,142.12716448301322,1,0,2,0,15.0,6,146
2017-12-31 00:00:00+00:00,28.011897744946236,722.034336335,0.04156685000000007,2718.5773881,2813.196835,7.3473313796239195,147.52481221704633,1,0,1,0,17.0,7,134
2018-12-31 00:00:00+00:00,28.134786794623654,651.918861945,0.03954472000000006,2795.9406639,2835.922719,6.391976516675456,135.84526059789113,0,0,2,0,23.0,6,146
2019-12-31 00:00:00+00:00,28.570869013978495,641.447476714,0.058151250000000126,2742.7190661,2879.823665,9.355748831406133,152.1146016858155,1,0,1,0,21.0,14,124
2020-12-31 00:00:00+00:00,28.04586943096774,768.63882977,0.036287220000000064,2811.3420263,2819.1208795000002,4.624998663580834,138.7977042183437,1,0,0,0,26.0,6,134
2021-12-31 00:00:00+00:00,27.806865478494625,912.6732349480001,0.0501375300000001,2642.8921651,2772.221841,8.796821101325392,163.5094106847979,4,0,2,0,29.0,13,140
2022-12-31 00:00:00+00:00,28.30877575612903,829.775518124,0.03763056000000012,2742.455306,2840.3227455,8.704546592509384,153.88195762524353,2,0,2,0,32.0,26,126
2023-12-31 00:00:00+00:00,29.207492600000002,653.413310683,0.03402673000000006,2908.7901633,2990.3986455,6.283548804290386,147.04384696440053,1,0,0,0,8.0,6,144
2024-12-31 00:00:00+00:00,28.49313841483871,722.541499545,0.035553070000000075,2888.8957268,2883.14588,6.4306685682375475,154.18145665860555,3,0,1,0,16.0,6,125
2025-12-31 00:00:00+00:00,28.497618120860217,663.92528856,0.02710722000000007,2792.3213410999997,2875.59681,7.42094206814883,135.45713930302782,2,0,0,0,13.0,6,143
2026-12-31 00:00:00+00:00,27.806238328172043,890.58033328,0.047082040000000075,2608.3240697,2779.9727635,4.997351885374753,135.96674888018515,3,0,1,0,17.0,13,138
2027-12-31 00:00:00+00:00,28.759718515268823,588.336796384,0.055151250000000124,2865.0670493,2915.398661,8.594473977121716,155.78211580763292,2,0,1,0,27.0,19,124
2028-12-31 00:00:00+00:00,28.107084546666663,703.7060800730001,0.041093170000000095,2747.8060043,2829.5458815,5.918116581798539,161.21519603351638,1,0,1,0,26.0,12,133
2029-12-31 00:00:00+00:00,28.287586030107526,662.9596203990001,0.0,2828.4128723000003,2850.921818,6.074984855089164,168.6029990218219,1,0,1,0,27.0,6,125
2030-12-31 00:00:00+00:00,27.897130886666666,1008.066320228,0.01750370000000004,2555.1494855,2802.3227564999997,4.078983559258376,134.23596325516448,3,0,2,0,28.0,6,146
2031-12-31 00:00:00+00:00,28.26470786967742,1136.835323414,0.03305728000000008,2644.7032384,2853.123655,7.62973299141662,148.26497970762358,3,0,2,0,6.0,6,146
2032-12-31 00:00:00+00:00,28.571278015698926,823.477462316,0.03655308000000007,2869.0238612,2887.220903,6.7731822467468445,173.44222220477715,3,0,1,0,30.0,6,122
2033-12-31 00:00:00+00:00,29.631316954193544,604.2835596589999,0.028104440000000064,2864.2860006,3041.846798,5.829009733481789,166.7127164346476,4,0,0,0,31.0,6,145
2034-12-31 00:00:00+00:00,29.867151841720432,572.867386607,0.055630560000000134,2934.260518,3073.197718,7.911501374311011,181.73616579150064,2,0,1,0,20.0,14,127
2035-12-31 00:00:00+00:00,28.285901575913975,904.756175347,0.009019070000000018,2672.3187132000003,2845.598658,6.4522242615369665,168.7660496758199,2,0,3,0,19.0,6,146
2036-12-31 00:00:00+00:00,28.73589081892473,963.9179623399999,0.044367450000000086,2814.9538112,2930.595871,6.188203510059817,148.99436964622515,4,0,0,0,12.0,13,137
2037-12-31 00:00:00+00:00,28.7106504516129,1110.81145861,0.0,2743.301388,2914.496834,6.769742385504332,162.86204264390108,6,0,1,0,20.0,8,144
2038-12-31 00:00:00+00:00,29.415194991827956,653.575872631,0.039871690000000126,2884.9430661,3013.3727145000003,9.386478818742951,149.87421469871967,1,0,1,0,16.0,6,146
2039-12-31 00:00:00+00:00,28.423224164301075,829.4838136559999,0.0,2694.9936402,2882.048653,3.2000887296260423,135.63859007733305,2,0,1,0,8.0,6,141
2040-12-31 00:00:00+00:00,28.913987684516126,1172.262800434,0.044367430000000097,2745.4140826000003,2932.570877,6.097579701175548,169.71303138579006,7,0,2,0,17.0,16,143
2041-12-31 00:00:00+00:00,28.88691936,1050.3978560819999,0.0390875700000001,2666.7311521,2934.9218325,5.924714348172306,162.00813445459303,7,0,1,0,12.0,8,138
2042-12-31 00:00:00+00:00,29.379517732043013,994.419671868,0.01480270000000003,2782.040509,3026.3477165,6.701549992263385,157.39863578859092,3,0,2,0,13.0,6,146
2043-12-31 00:00:00+00:00,29.161460364516124,708.864417144,0.05307638000000009,2791.8209609,2970.1236625,8.466394529086653,152.64947751768588,2,0,1,0,14.0,8,136
2044-12-31 00:00:00+00:00,29.496471379139784,732.2350172250001,0.049644510000000086,2839.54201,3034.37088,9.51152400086928,168.66543729188618,3,0,1,0,31.0,23,131
2045-12-31 00:00:00+00:00,29.25759665505376,1006.587952712,0.057137540000000125,2755.0231534,2993.19682,7.713360964532396,173.27454010268946,4,0,2,0,22.0,13,139
2046-12-31 00:00:00+00:00,29.53847464903226,976.299086224,0.012029810000000057,2781.1014513,3037.772723,8.817537972190207,179.35100054541132,5,0,2,0,19.0,6,132
2047-12-31 00:00:00+00:00,28.98200883870968,1010.85266672,0.04315152000000011,2699.7499514,2947.498671,5.3576577223238475,154.11699131368252,4,0,0,0,10.0,11,146
2048-12-31 00:00:00+00:00,29.075073561720433,810.566126024,0.03002418000000004,2752.8773514,2960.5208765,7.2158612935568485,138.45248300398524,4,0,1,0,10.0,6,142
2049-12-31 00:00:00+00:00,29.834725678709674,1005.747885655,0.047087590000000096,2910.4036664,3090.596794,8.152061829941985,168.67076162413798,3,1,1,0,18.0,15,144
2050-12-31 00:00:00+00:00,30.453969189462367,588.894286414,0.044544740000000055,2901.8576902,3176.0977115,8.57275925173938,158.53735756691896,3,1,1,0,9.0,8,142
