date,temperature_2m_mean,precipitation_sum,soil_moisture_deficit,solar_radiation_mj,gdd,cv_temperature,cv_precipitation,is_extreme_precipitation,is_heat_days_above_threshold,is_humidity_days_above_threshold,is_wind_days_above_threshold,consecutive_dry_days,season_start_shift,season_length
1950-12-31 00:00:00+00:00,26.552008303225808,901.363564358,0.8908437550000001,2728.6577799,2602.6855944999998,3.7424458363850603,94.05832481678597,2,0,2,0,10.0,6,142
1951-12-31 00:00:00+00:00,26.886935644301076,1087.32742239,1.8802175520000002,2741.7707829,2661.289903,5.692765002105279,134.90697421769283,3,0,2,0,20.0,11,136
1952-12-31 00:00:00+00:00,26.378883876774193,1302.522957824,2.2991668,2533.9569991,2579.6770885,6.6985415772035735,157.8209385025722,6,0,4,0,15.0,6,137
1953-12-31 00:00:00+00:00,26.91280081333333,790.90744839,3.2149851010000003,2815.1528775,2672.38135,4.836571237914581,138.7217488827586,1,0,2,0,11.0,6,141
1954-12-31 00:00:00+00:00,26.677889932043012,740.34049392,1.3598599510000002,2786.9735485,2631.0856145,4.385156442839748,138.8866326910814,2,0,2,0,15.0,6,146
1955-12-31 00:00:00+00:00,26.548623783010754,860.576785789,2.680201071,2851.5870725,2614.539906,5.343438394542613,159.1848101502453,1,0,2,0,24.0,7,126
1956-12-31 00:00:00+00:00,26.815647363010754,964.1513983269999,2.5983113090000005,2872.8176181,2648.777091,6.079772521382854,123.96141163134826,1,0,3,0,7.0,6,146
1957-12-31 00:00:00+00:00,27.302370828817203,660.961020909,3.2828150350000005,2882.549642,2722.9813620000004,6.332097287179072,149.46130742154747,1,0,2,0,20.0,17,131
1958-12-31 00:00:00+00:00,26.472406075268815,855.092515965,1.2652076880000005,2704.9697456,2601.2356069999996,3.4875467658288195,153.27963802714618,2,0,2,0,18.0,6,146
1959-12-31 00:00:00+00:00,27.36650559548387,702.826365229,3.3646514230000006,2904.6544034999997,2736.114919,7.089813262918366,143.76774469745817,0,0,3,0,15.0,14,138
1960-12-31 00:00:00+00:00,26.766077385591398,904.6971883100001,2.27941545,2775.9126652,2643.3770780000004,4.952046845209921,149.39752840567473,4,0,3,0,15.0,6,137
1961-12-31 00:00:00+00:00,26.987575006236558,711.301403515,3.4637553050000003,2864.0393071,2686.5813550000003,6.949598043103495,163.10901884462282,0,0,2,0,19.0,6,146
1962-12-31 00:00:00+00:00,26.848492220215054,795.404837109,2.9763274990000004,2822.0797185,2645.3356175,5.232267510712715,150.20400419193635,1,0,2,0,6.0,6,146
1963-12-31 00:00:00+00:00,27.50558098795699,879.6867980740001,2.6972616370000004,2917.107786,2749.464929,6.010326303949548,159.40876960341043,2,0,2,0,23.0,16,137
1964-12-31 00:00:00+00:00,27.100593552473118,609.5911403790001,2.9093499700000005,2960.0825348,2685.402083,7.051011128661995,150.0403469326361,0,0,0,0,14.0,14,138
1965-12-31 00:00:00+00:00,26.598370762580647,1266.1939802480001,2.6142776290000005,2598.54136797,2600.506342,6.745398508632161,167.16024972228178,7,0,2,0,16.0,10,138
1966-12-31 00:00:00+00:00,27.409105039354834,698.9886038550001,3.9141335290000008,2901.8521944,2737.935621,6.065887633471568,163.36760582981117,2,0,2,0,15.0,6,137
1967-12-31 00:00:00+00:00,26.809312075053764,765.487857647,3.855830471000001,2863.0424745,2660.1899185,4.997101392289154,136.55556965854055,0,0,3,0,28.0,13,139
1968-12-31 00:00:00+00:00,27.71066887935484,638.537723505,4.758871792000001,3019.7474042000003,2792.077092,6.8216804121697905,158.42861792712804,2,0,2,0,15.0,15,133
1969-12-31 00:00:00+00:00,27.437413762150538,723.619096814,2.906553473,2787.4532277,2733.706331,5.6028462323761365,153.08054263287227,0,0,2,0,12.0,6,140
